Type,carbon_isotopes,silicon_29_28,silicon_30_28
M,19.3,38,55
M,19.31,12,40
M,19.32,33,41
M,19.33,31,46
M,19.33,50,39
M,19.34,16,25
M,19.34,59,23
M,19.35,70,51
M,19.35,61,71
M,19.37,1,-22
M,19.39,-10,47
M,19.39,38,50
M,19.40,19,25
M,19.42,54,-7
M,19.43,72,57
M,19.44,30,50
M,19.45,36,25
M,19.5,102,99
M,19.55,64,61
M,19.56,40,75
M,19.57,42,29
M,19.57,44,19
M,19.60,48,66
M,19.63,17,6
M,19.65,65,49
M,19.68,35,43
M,19.69,37,25
M,19.70,38,61
M,19.71,56,8
M,19.7,50.6,34.4
M,19.73,34,88
M,19.74,53,41
M,19.77,26,42
M,19.78,72,61
M,19.8,42,12
M,19.84,32,26
M,19.85,-22,18
M,19.87,89,72
M,19.88,28,33
M,19.89,94,102
M,19.9,15.3,43.5
M,19.9,106,118
M,19.93,42,61
M,19.93,46,53
M,19.94,-15,-16
M,19.98,16,116
M,19.99,13,93
AB,20,90,0
M,20.01,86,80
M,20.02,20,30
M,20.03,60,33
M,20.04,35,0
M,20.06,61,39
M,20.06,53,38
M,20.07,35,46
M,20.08,-10,5
M,20.09,27.8,29.8
M,20.11,39,54
M,20.19,53,-1
M,20.19,-2,12
M,20.2,41,52
M,20.23,13,43
M,20.25,15,80
M,20.27,58,58
M,20.28,9,48
M,20.30,63,55
M,20.3,-35,16
M,20.30,41,51
M,20.32,-9,19
M,20.33,21,33
M,20.34,31,32
M,20.36,-20,39
M,20.38,99,80
M,20.39,48,48
M,20.41,30,47
M,20.47,22,55
Z,20.47,-84,26
M,20.50,-21,28
M,20.50,-10,22
M,20.5,22.2,23.9
M,20.55,43,28
M,20.58,-7,35
M,20.62,30,60
M,20.64,-7,3
M,20.65,32,47
M,20.66,-32,-7
M,20.66,102,69
M,20.67,29,41
M,20.71,101,119
M,20.71,50,61
M,20.77,6,29
M,20.78,25,66
M,20.80,-8,21
M,20.8,-3,43
M,20.81,8,41
M,20.83,142,64
M,20.85,-1,-1
M,20.91,8,35
M,20.98,51,35
X,20.99,-66,-116
M,21.01,99,97
M,21.01,33,40
M,21.03,26,31
M,21.05,51,81
M,21.06,33,-4
M,21.1,-24.5,51.2
M,21.07,31,34
M,21.08,10,28
M,21.08,62,62
M,21.11,111,80
M,21.13,-5,22
M,21.14,6,31
M,21.14,47,45
M,21.17,-17,-1
M,21.23,65,54
M,21.23,40,27
M,21.26,-15,2
M,21.33,39,32
M,21.36,76,21
M,21.36,63,66
M,21.37,34,34
X,21.4,-343,-333
M,21.41,37,62
M,21.44,-31,-20
M,21.52,71,48
M,21.53,14,62
M,21.56,40,46
M,21.57,38,44
M,21.60,-28,11
M,21.64,74,81
M,21.65,71,69
M,21.66,-18,-1
M,21.67,11,-8
M,21.68,-6,18
M,21.69,19,24
M,21.69,97,84
M,21.7,90,76
M,21.75,48,78
M,21.76,52,69
M,21.78,-66,-46
M,21.79,1,36
M,21.79,31,67
M,21.79,89,61
M,21.79,31,51
M,21.79,7,12
M,21.80,23,62
M,21.8,-31,26
M,21.8,68.6,71.9
X,21.82,-445.4,-576.4
M,21.83,42,78
M,21.84,-27,-26
M,21.85,5,22
M,21.89,53,56
M,21.90,96,60
M,21.91,3,60
M,21.95,27,38
Z,21.95,-78,68
M,21.98,3,28
M,22.0,143,125
Z,22.01,5,100
M,22.01,31,56
M,22.02,-6,-15
M,22.03,119,97
M,22.08,-32,-16
M,22.10,44,57
M,22.11,43,38
M,22.13,-15,4
M,22.15,49,16
M,22.16,53,45
M,22.22,30,12
M,22.23,58,51
M,22.24,4,0
M,22.28,64,52
M,22.31,39,39
M,22.39,46,37
M,22.41,74,68
M,22.43,90,72
M,22.43,52,26
M,22.44,13,39
M,22.46,22,12
M,22.46,38,47
M,22.47,6,40
M,22.48,-16,12
M,22.5,-5,-6
M,22.5,53,44
M,22.55,9,-16
M,22.56,6,-6
M,22.56,-14,15
M,22.59,-17,1
M,22.59,10,20
Z,22.60,-30,85
Z,22.6,12,78
M,22.61,-3,18
M,22.62,29,36
M,22.62,74,68
M,22.64,-26,-8
M,22.65,-5,13
M,22.66,46,44
M,22.69,20,25
M,22.71,28,20
M,22.71,-52,10
M,22.72,67,65
M,22.72,24,6
M,22.8,27.9,21.9
M,22.76,15,15
M,22.76,13,66
M,22.8,60.4,44.3
M,22.8,128.1,104.2
M,22.81,29,62
M,22.81,8,-32
M,22.84,59,45
M,22.86,-10,40
M,22.86,51,70
M,22.91,19,65
Z,22.93,-10,116
M,22.94,4,1
M,22.94,15,49
M,22.94,8,-4
M,22.96,12,3
Z,23,-29,153
M,23.00,50,79
M,23.00,-43,-32
M,23.04,-9,12
X,23.06,-152,-205
M,23.1,54.0,47.9
M,23.08,-9,23
M,23.11,-4,0
M,23.14,7,8
M,23.16,3,15
M,23.17,17,-32
M,23.17,154,186
M,23.20,49,73
M,23.20,48,56
M,23.23,3,24
M,23.27,19,24
M,23.27,0,-22
M,23.27,-17,24
M,23.27,17,17
M,23.30,-0.5,34.5
M,23.31,109,64
M,23.3,-34.8,14.9
M,23.33,60,46
M,23.35,0,24
M,23.40,41,78
M,23.44,27,43
M,23.46,67,82
M,23.50,46,60
M,23.51,60,57
M,23.53,29,23
M,23.54,11,27
M,23.55,-44,-5
M,23.55,50,24
M,23.55,7,47
M,23.58,57,52
M,23.58,39,45
Z,23.58,92.4,193.2
M,23.60,32,28
M,23.6,68,53
M,23.62,36,5
M,23.65,21,34
M,23.68,82,103
M,23.70,28,37
M,23.7,148,140
M,23.71,49,46
M,23.72,-13,48
M,23.72,69,90
M,23.72,19,54
M,23.76,26,21
M,23.77,-26,-11
M,23.78,59,29
M,23.79,28,47
M,23.83,35,85
M,23.85,21,61
M,23.87,21,47
M,23.88,68,35
M,23.91,26,32
M,23.92,25,27
M,23.95,133,118
M,23.96,13,5
M,23.98,-27,1
M,24.03,36,52
M,24.03,48,35
M,24.04,59,58
M,24.06,29,26
M,24.09,9,26
M,24.12,100,42
M,24.16,100,54
M,24.18,27,36
M,24.18,19,21
M,24.19,29,65
M,24.19,70,70
M,24.20,83,94
M,24.2,17.5,44.1
M,24.25,91,87
M,24.26,-5,17
M,24.26,31,48
X,24.28,-120,-205
M,24.29,34,50
M,24.29,-17,-36
M,24.3,45,30
M,24.31,94,95
M,24.32,43,37
M,24.40,16,19
M,24.41,62,23
M,24.41,54,43
M,24.43,22,22
M,24.45,-5,24
M,24.46,1,20
M,24.48,26,44
M,24.49,40,-1
M,24.49,52,31
M,24.56,20,44
M,24.58,38,41
M,24.71,-15,3
U,24.71,55,11
M,24.74,27,36
M,24.76,5,26
M,24.81,23,44
M,24.83,17,18
M,24.83,46,40
M,24.83,8,48
M,24.84,-48,4
M,24.85,33,21
M,24.86,1,6
M,24.86,42,28
M,24.87,17,54
M,24.89,25,28
M,24.90,13,18
M,24.91,48,49
M,24.91,40,31
M,24.95,-9,1
M,24.97,-5,26
Z,25,-16,57
M,25.00,19,22
M,25.05,-30,-19
M,25.05,72,74
M,25.05,52,52
M,25.06,49,49
M,25.09,93,75
M,25.10,78,59
M,25.11,33,56
Z,25.12,-59,63
M,25.13,45,21
M,25.14,20,13
M,25.18,-2,19
M,25.18,19,76
M,25.2,41,40
M,25.24,-57,-54
M,25.26,71,63
M,25.3,-14,5
M,25.3,57,53
M,25.35,34,62
M,25.36,23,27
M,25.47,94,57
M,25.48,58,65
M,25.50,59,76
M,25.5,43,45
M,25.51,29,-30
Z,25.6,-18.8,26.8
M,25.6,24,32
M,25.62,3,36
M,25.62,7,43
M,25.64,66.19,56.71
M,25.67,8,16
M,25.68,17,28
M,25.68,4,20
M,25.69,41,48
M,25.76,110,120
M,25.78,18,53
M,25.78,58,35
M,25.78,-126,-29
M,25.83,13,20
M,25.83,-18,8
M,25.83,43,60
M,25.84,50,35
M,25.9,-11.0,11.2
M,25.86,37,61
M,25.86,1,24
M,25.87,54,29
M,25.87,27,40
M,25.9,101.3,70.7
M,25.98,67,62
M,25.98,52,68
M,25.99,94,52
Z,26.01,-71,133
M,26.03,61,60
M,26.04,61,56
M,26.05,54,11
M,26.05,13,43
M,26.1,72.0,51.0
M,26.07,10,21
M,26.08,58,63
M,26.10,28,34
M,26.12,123,125
M,26.13,31,-18
M,26.14,22,40
M,26.15,98,70
M,26.15,38,87
X,26.1,-410,-568
M,26.16,12,-32
M,26.16,20,-10
M,26.18,37,53
M,26.18,50,31
M,26.19,23,12
M,26.19,46,43
Z,26.21,-43,50
M,26.22,52,70
M,26.24,-108,-143
M,26.26,-3,21
M,26.26,64,36
M,26.31,-8,69
M,26.32,15,-5
M,26.34,105,89
M,26.35,43,62
M,26.38,15,3
M,26.38,46,46
M,26.39,22,28
M,26.43,40,20
M,26.44,36,34
M,26.50,104.6,94.9
M,26.52,67,66
M,26.53,-6,12
M,26.56,24,10
M,26.58,-40,-61
M,26.58,12,3
M,26.60,-3,10
M,26.6,58.3,49.3
M,26.64,81,70
M,26.6,53.8,78.7
M,26.66,20,56
M,26.66,38,30
M,26.66,32,49
M,26.69,52,53
M,26.70,64,57
X,26.71,-137,-161
M,26.73,-22,-5
M,26.73,50,23
M,26.76,1,-61
M,26.76,179,138
M,26.78,38,117
M,26.80,22,25
M,26.8,78.0,48.9
M,26.84,-53,-51
M,26.86,-20,23
M,26.87,11,-20
M,26.88,-24,-20
M,26.89,-30,9
M,26.9,39,63
M,26.94,42,41
M,26.95,12,28
M,26.95,49,124
M,26.96,0,-9
M,26.97,40,9
M,26.98,46,42
M,27.02,38,32
M,27.02,12,14
M,27.0,-5.0,17.3
M,27.03,53,40
M,27.03,32,19
M,27.04,45.42,48.18
M,27.04,40,42
M,27.04,36,61
M,27.05,58,55
X,27.08,-300,-268
M,27.10,2,36
M,27.13,40,50
M,27.19,83,81
M,27.2,174.5,122.0
M,27.22,71,69
M,27.22,62,74
M,27.24,-92,-104
M,27.26,45,46
M,27.27,10,47
M,27.27,30,23
M,27.28,49,49
M,27.29,-33,189
M,27.3,22,59
M,27.30,55,63
M,27.32,-6,87
M,27.35,21,11
M,27.35,17,6
M,27.36,20,38
Z,27.36,34,84
M,27.37,38,12
M,27.37,52,69
M,27.37,38,45
M,27.38,34,17
M,27.4,88,98
M,27.4,159,123
M,27.40,169.8,134.4
M,27.41,44,51
M,27.41,34,93
M,27.43,-1,3
M,27.47,65,55
M,27.48,182,155
M,27.48,56,66
M,27.49,25,38
M,27.51,-78,-80
M,27.51,35,39
M,27.51,46,47
M,27.52,52,89
M,27.52,72,83
M,27.53,46,62
M,27.5,63.8,72.2
M,27.56,26,27
M,27.58,59,57
M,27.59,-7,5
M,27.59,8,100
M,27.6,179.7,148.1
M,27.64,-9,4
M,27.66,49,53
M,27.67,45,41
M,27.67,-9,5
M,27.68,0,6
M,27.70,175.5,126.6
M,27.73,-9,28
M,27.76,46,35
M,27.78,24,38
M,27.80,19,69
M,27.8,47.7,51.9
M,27.80,49.0,59.8
M,27.80,129,102
M,27.8,96,120
M,27.80,33,20
M,27.81,98,81
M,27.84,-8,44
M,27.84,31,39
M,27.85,-6,21
M,27.85,55,70
M,27.86,110,90
M,27.86,26,17
M,27.87,24,39
M,27.87,5,3
M,27.88,62,56
M,27.91,28,50
M,27.94,7,0
M,27.94,33,21
M,27.95,102,86
M,27.96,-22,26
M,27.98,37,56
M,27.98,23,48
M,27.99,26,23
M,27.99,45,41
M,27.99,44,51
M,28,25,30
Z,28,-20,91
M,28.0,24.7,30.6
M,28.06,141,118
M,28.08,-4,17
M,28.09,15,30
M,28.09,57,23
M,28.10,3,16
M,28.1,-53,-33
M,28.1,59,97
M,28.14,17,3
M,28.14,14,41
M,28.16,104,108
M,28.16,36,30
M,28.17,14,5
M,28.20,0,1
M,28.2,107,67
M,28.21,51,29
M,28.23,75,95
M,28.30,60.6,57.9
M,28.3,57,90
M,28.35,20,50
M,28.36,45,71
M,28.37,17,32
M,28.38,48,52
M,28.38,2,44
M,28.40,51,49
Z,28.41,-7,41
M,28.41,17,47
M,28.43,8,30
M,28.44,14,31
M,28.47,53,52
M,28.55,101,94
Z,28.55,-33,88
M,28.55,14,32
M,28.56,26,100
M,28.6,-10.6,54.4
M,28.58,40,43
M,28.59,62,63
M,28.6,52,77
M,28.6,156.7,96.3
M,28.61,78,76
M,28.61,50,58
M,28.61,81,72
M,28.62,31,36
M,28.62,11,15
M,28.6,43.7,44.7
M,28.69,48,39
M,28.69,34,102
Z,28.7,-51,37
M,28.70,11,-3
M,28.71,167,136
M,28.71,15,27
M,28.72,32,2
M,28.73,34,56
M,28.76,26,19
M,28.77,49,39
M,28.79,34,60
M,28.83,-8,47
M,28.83,42,39
M,28.85,89,102
M,28.87,54,62
M,28.88,20,31
M,28.88,1,55
M,28.88,-28,18
M,28.89,8,104
M,28.89,59,70
M,28.91,7,5
M,28.92,-64,-20
M,28.95,52,64
M,28.97,-20,49
M,29.03,98,63
M,29.03,63,46
M,29.04,13,14
M,29.05,25,43
M,29.05,36,63
M,29.09,50,54
M,29.13,16,11
M,29.13,26,66
M,29.15,34,23
M,29.16,40,33
M,29.17,4,15
M,29.17,37,46
M,29.18,135,107
M,29.2,15,10
M,29.21,70,71
M,29.23,18,74
M,29.23,48,55
M,29.25,-18,-31
M,29.25,1,34
M,29.28,2,24
M,29.29,38,50
M,29.31,23,32
M,29.33,27,29
M,29.33,159,127
M,29.36,25,34
M,29.38,23,34
M,29.38,6,37
M,29.4,151.2,93.4
M,29.41,-8,6
M,29.42,-16,-13
M,29.44,67,28
M,29.45,45,40
M,29.45,41,59
M,29.46,18,45
M,29.47,27,15
M,29.48,42,21
M,29.49,34,45
M,29.51,24,-11
M,29.54,59,93
M,29.56,41,51
M,29.56,125,81
M,29.57,8,13
M,29.58,38,35
M,29.61,43,72
M,29.61,56,46
M,29.65,52,35
M,29.66,94,34
M,29.66,0,3
M,29.66,26,28
M,29.68,42,42
M,29.68,73,94
M,29.68,-3,-7
M,29.68,52,80
M,29.70,-46,16
M,29.72,34,48
M,29.74,55,63
M,29.7,86.7,202.1
M,29.74,-6,21
M,29.75,64,55
M,29.75,7,52
M,29.77,16,36
M,29.77,42,36
M,29.78,169,138
M,29.85,23,22
M,29.86,19,46
M,29.87,82,56
M,29.88,-30,-23
M,29.93,29,28
M,30,97,85
M,30.01,4,2
M,30.01,29,41
M,30.03,25,38
M,30.03,50,148
M,30.06,103,74
M,30.06,-36,-87
M,30.15,10,17
M,30.16,82,71
M,30.20,72,69
M,30.21,0,-10
M,30.21,-20,50
M,30.21,77,55
M,30.21,65,90
M,30.23,68,46
M,30.26,26,28
M,30.26,74,69
M,30.26,1,2
M,30.26,31,66
M,30.27,19,34
M,30.27,25,28
U,30.29,27,80
M,30.29,35,55
M,30.29,30,34
M,30.31,40,25
M,30.32,29,47
M,30.36,48,56
M,30.39,-26,15
M,30.40,68,63
M,30.40,54,71
M,30.41,35,25
M,30.42,48,55
M,30.43,30,33
M,30.45,58,57
M,30.45,-35,1
M,30.49,67,26
M,30.50,44,166
M,30.52,6,27
M,30.53,40,68
M,30.53,39,67
M,30.53,-4,38
M,30.56,-25,27
M,30.58,21,23
M,30.58,43,4
M,30.61,10,26
M,30.61,-23,-21
M,30.66,61,42
M,30.66,16,0
M,30.69,27,48
M,30.70,-21,-10
M,30.70,52,46
M,30.70,43,74
M,30.73,-20,22
M,30.75,69,67
M,30.75,22,32
M,30.76,-29,10
M,30.8,40,51
M,30.81,32,37
M,30.82,75,79
M,30.83,-8,3
M,30.84,15,26
M,30.85,-16,-1
Z,30.85,-2,98
M,30.88,49,76
M,30.88,54,96
M,30.88,-2,73
M,30.91,-11,93
M,30.91,29,38
M,30.94,9,28
M,30.95,30,45
M,30.95,21,-12
M,30.96,-34,74
X,31.0,-314,-308
M,30.97,63,30
M,31,-21,-30
M,31,43,34
M,31.00,73,54
M,31.01,28,28
M,31.04,60,49
M,31.05,93,79
M,31.08,9,-12
M,31.10,73,57
M,31.1,13,17
M,31.10,37,51
M,31.11,70,98
M,31.11,35,39
M,31.11,22,28
M,31.12,20,26
X,31.12,-113,-150
M,31.13,53,70
M,31.18,51,48
M,31.18,70,70
M,31.2,39,60
M,31.21,13,44
M,31.22,48,42
M,31.23,30,26
M,31.24,63,64
M,31.24,73,89
M,31.26,19,-3
M,31.26,-5,5
M,31.27,115,92
M,31.3,53.5,51.2
M,31.28,-1,22
M,31.3,38.0,47.1
M,31.3,79,-73
M,31.30,18,63
M,31.30,32,43
M,31.31,13,44
M,31.4,59,57
M,31.41,44,39
M,31.46,34,30
M,31.46,19,43
M,31.49,-64,-63
M,31.49,-27,-34
M,31.51,36,42
M,31.51,-5,9
M,31.54,74,76
Z,31.59,-151,32
M,31.61,140,124
M,31.61,61,69
M,31.63,127,102
M,31.68,21,145
M,31.68,-7,35
M,31.68,-20,14
M,31.7,72.0,51.9
M,31.69,30,25
M,31.70,99,79
M,31.70,40,85
M,31.71,61,58
M,31.72,40,38
M,31.72,49,69
M,31.77,33,94
M,31.77,49,49
M,31.77,10,12
M,31.78,-33,2
M,31.79,16,138
M,31.79,126,100
M,31.80,6,44
M,31.82,12,48
M,31.85,42,39
M,31.86,11,11
M,31.86,87,47
M,31.87,-8,10
M,31.88,99,81
M,31.90,-14,24
M,31.91,9,24
M,31.96,-11,25
M,31.96,13,-5
M,31.99,87,90
M,32.01,15,10
M,32.02,27,34
M,32.03,-47,-44
M,32.04,34,59
M,32.04,22,36
M,32.06,28,40
M,32.1,73.8,58.8
M,32.08,43,54
M,32.10,28,36
M,32.11,32,45
M,32.12,42,22
M,32.14,-29,-25
M,32.15,27,37
M,32.16,92,67
M,32.17,19,22
M,32.17,66,49
M,32.18,117,92
M,32.19,9,35
M,32.2,37.4,19.3
M,32.23,75,36
M,32.26,50,-38
M,32.27,10,31
M,32.27,95,97
M,32.27,24,32
M,32.28,18,39
M,32.30,21,27
M,32.31,63,77
M,32.33,59,64
M,32.34,34,54
M,32.34,58,46
M,32.35,46,87
M,32.39,-15,-31
M,32.4,53,68
M,32.41,23,36
M,32.41,50,102
M,32.44,14,25
M,32.49,89,34
M,32.50,11,17
M,32.5,32,43
M,32.51,-2,-8
M,32.55,30,48
M,32.57,42,53
M,32.6,78,122
M,32.62,9,-4
M,32.63,83,52
M,32.66,41,37
M,32.68,25,-11
M,32.69,42,43
M,32.69,16,34
M,32.69,138,112
M,32.70,43,42
Z,32.71,-12,85
M,32.75,15,20
M,32.76,65,55
M,32.77,31,44
M,32.79,25,19
M,32.79,-9,0
Z,32.8,-30,17
Z,32.82,-45,29
M,32.84,17,17
M,32.85,28,40
M,32.86,43,57
M,32.89,37,25
M,32.90,-14,13
M,32.90,34,80
M,32.91,34,25
M,32.94,37,51
M,32.95,20,2
M,32.96,81,54
M,32.98,47,58
M,32.99,22,46
M,33,58,73
M,33.00,33,9
M,33.02,98,82
M,33.04,149,136
M,33.07,5,-4
M,33.1,67.0,68.9
M,33.07,98,77
M,33.10,41,36
M,33.11,122,103
M,33.12,82,82
M,33.14,36,67
M,33.14,31,32
M,33.16,22,32
M,33.16,65,69
M,33.17,42,34
M,33.18,59,26
M,33.18,31,53
M,33.19,136,116
M,33.20,23,36
M,33.20,3,24
M,33.21,35,21
M,33.24,31,48
M,33.26,28,56
M,33.27,20,42
M,33.29,90,74
M,33.32,38,33
M,33.33,40,42
M,33.34,1,10
M,33.34,52,38
M,33.36,-21,13
U,33.36,79,17
M,33.38,28,41
M,33.40,-16,-8
M,33.40,6,-1
M,33.41,72,56
M,33.42,51,52
M,33.43,76,74
M,33.44,94,96
M,33.46,41,35
Z,33.47,-19,42
M,33.47,115,114
M,33.48,1,14
M,33.49,8,34
M,33.49,23,65
M,33.52,-4,-35
M,33.52,28,63
M,33.53,17,26
M,33.56,54,44
M,33.56,9,27
M,33.57,5,33
M,33.58,47,60
M,33.64,8,-1
M,33.64,-4,-6
M,33.64,14,7
M,33.64,17,49
M,33.64,91,83
M,33.69,83,75
M,33.72,17,20
M,33.73,88,83
M,33.76,19,54
M,33.78,64,69
M,33.79,46,80
M,33.8,-21.2,15.7
M,33.80,77,46
M,33.81,12,86
M,33.82,-15,22
M,33.9,44.8,50.0
X,33.86,-226,-120
M,33.87,-31,18
M,33.88,25,45
M,33.89,46,57
M,33.89,47,29
M,33.90,23,40
M,33.90,58,109
M,33.94,65,57
M,33.95,38,112
M,33.96,30,30
M,33.97,50,36
M,33.98,51,38
M,33.99,13,93
M,33.99,-13,40
M,34.00,57,63
M,34.00,30,30
M,34.03,-48,29
M,34.03,43,46
M,34.04,29,26
M,34.06,14,29
M,34.06,12,33
M,34.07,-51,81
M,34.07,151,127
M,34.07,30,49
M,34.08,-14,33
M,34.09,45,27
M,34.1,-39,-35
M,34.11,102,90
M,34.13,-1,30
M,34.14,-57,6
M,34.15,78,50
M,34.16,2,34
M,34.16,37,80
M,34.16,-2,24
M,34.19,-24,18
M,34.20,36,80
M,34.21,-10,2
M,34.21,56,62
M,34.25,66,33
M,34.3,74.8,68.3
M,34.30,30,48
M,34.32,-52,-18
M,34.33,-7,-15
M,34.33,70,79
M,34.35,155,132
M,34.36,-21,24
M,34.36,14,14
M,34.36,-7,-28
M,34.37,113,102
M,34.37,49,52
M,34.39,77,58
M,34.41,31,36
M,34.42,26,33
M,34.42,21,32
M,34.46,34,42
M,34.47,78,81
M,34.5,108.4,108.6
Z,34.48,-48,31
M,34.5,65.3,116.2
M,34.5,-52,-33
M,34.52,33,37
M,34.55,39,55
M,34.59,54,101
M,34.59,120,68
M,34.6,-3.1,-14.2
M,34.61,-41,-20
M,34.63,53,49
M,34.64,2,26
M,34.64,54,51
M,34.65,60,97
M,34.67,7,17
M,34.7,128.5,109.5
M,34.68,11,1
M,34.69,-8,4
M,34.69,-6,19
M,34.69,26,46
M,34.70,22,35
M,34.72,6,25
M,34.75,68,48
M,34.75,39,43
M,34.75,88,74
M,34.75,25,31
M,34.75,52,56
M,34.76,-36,-12
M,34.76,72,71
M,34.79,53,62
M,34.80,14,43
M,34.8,47.0,144.1
M,34.83,3,34
M,34.83,65,54
M,34.83,32,66
M,34.84,39,-25
M,34.84,28,23
M,34.84,52,50
M,34.85,40,44
M,34.85,3,4
M,34.87,7,16
M,34.89,0,22
M,34.90,67,80
M,34.93,34,36
M,34.93,45,53
M,34.93,23,43
M,34.94,43,26
M,34.94,67,72
M,34.96,-15,-25
M,34.97,49,49
M,34.98,27,40
U,35.00,3,82
M,35.00,27,37
M,35.03,10,54
M,35.03,56,51
Z,35.04,-40,83
M,35.04,47,56
M,35.05,43,45
M,35.09,34,44
M,35.09,41,41
M,35.10,33,34
M,35.1,22,27
M,35.10,52,45
M,35.12,28,18
M,35.12,-26,51
M,35.13,49,45
M,35.15,47,60
M,35.2,61.6,100.7
M,35.19,26,59
M,35.2,21.0,7.1
M,35.22,9,3
M,35.22,37,50
M,35.24,71,37
M,35.24,25,90
M,35.27,24,30
M,35.29,28,13
M,35.30,59,59
M,35.32,22,0
M,35.33,25,53
M,35.33,55,30
M,35.33,31,44
M,35.34,6,32
M,35.35,25,33
M,35.39,30,32
M,35.40,101,65
M,35.41,65,65
M,35.4,107.2,90.1
M,35.42,39,47
M,35.42,-11,25
M,35.43,14,49
M,35.45,76,69
M,35.45,22,22
M,35.45,20,35
M,35.46,21,0
M,35.47,52,50
M,35.47,10,-3
M,35.50,6,15
M,35.54,47,52
M,35.54,-81,-92
M,35.55,52,49
M,35.56,5,19
M,35.58,16,29
M,35.59,20,36
X,35.6,-130,-199
M,35.60,63,64
M,35.62,-2,2
M,35.63,94,96
M,35.64,51,22
M,35.66,55,50
M,35.68,15,5
M,35.68,60,50
M,35.68,31,32
M,35.69,71,78
M,35.7,9,-14
M,35.7,-2,16
M,35.71,-40,7
M,35.73,45,30
M,35.74,73,96
M,35.75,47,92
M,35.75,36,46
M,35.78,36,39
M,35.79,-6,34
M,35.79,34,51
M,35.79,-12,-1
M,35.80,14,14
M,35.81,33,26
M,35.81,2,25
M,35.82,77,57
M,35.83,0,26
M,35.84,24,21
M,35.84,42,85
M,35.84,6,11
Z,35.85,-196,22
M,35.85,61,59
M,35.87,26,-15
M,35.89,28,14
M,35.90,124,83
M,35.91,63,59
M,35.91,74,80
M,35.91,87,65
M,35.92,10,41
M,35.92,-3,15
M,35.92,-17,-10
M,35.93,6,20
M,35.94,27,37
M,35.94,41,41
M,35.94,44,53
M,35.95,50,67
M,35.97,-16,12
M,35.98,-1,-6
M,35.99,19,26
M,36.01,32,29
M,36.02,49,53
M,36.03,65,59
M,36.03,8,22
M,36.04,10,30
M,36.05,73,80
M,36.06,-29,25
M,36.07,-2,19
M,36.09,91,76
M,36.09,-16,43
M,36.1,176,182
M,36.11,26,44
M,36.12,34,28
M,36.12,83,50
M,36.17,78,71
M,36.18,88,95
M,36.18,28,53
M,36.20,39,-15
M,36.20,91,86
M,36.21,35,82
M,36.21,47,36
M,36.21,42,-8
M,36.23,34,27
M,36.25,85,72
M,36.27,-9,15
M,36.27,-38,-6
M,36.28,11,39
M,36.28,26,38
M,36.29,26,19
M,36.29,-7,-7
M,36.3,-34,4
M,36.31,-28,14
M,36.32,38,45
M,36.33,33,36
M,36.33,65,50
Z,36.33,3,72
M,36.36,120,106
M,36.36,-22,3
Z,36.37,-81,61
M,36.39,13,15
M,36.40,113,116
M,36.40,41,61
M,36.43,43,70
M,36.44,100,93
Z,36.46,-57,26
M,36.46,64,51
M,36.46,29,19
M,36.48,38,33
M,36.48,32,48
M,36.49,15,48
M,36.49,4,12
M,36.49,56,65
M,36.51,-25,17
M,36.51,15,20
M,36.51,28,24
M,36.52,29,38
Z,36.54,-18,79
M,36.56,41,50
M,36.57,48,27
M,36.58,125,5650
M,36.59,75,66
M,36.6,60,76
M,36.60,22,49
M,36.64,69,73
M,36.65,-24,-19
X,36.66,-218,-242
M,36.66,24,52
M,36.67,25,52
Z,36.68,-32,43
M,36.68,36,52
M,36.69,78,101
M,36.7,66,69
M,36.71,1,54
M,36.71,52,28
M,36.71,94,79
M,36.75,107,95
M,36.77,34,92
M,36.78,10,-27
M,36.79,79,74
M,36.79,56,58
M,36.8,33.7,49.1
M,36.8,-12.7,74.2
M,36.83,40,56
M,36.83,41,35
M,36.85,-24,-1
M,36.85,56,50
M,36.88,35,46
M,36.88,33,43
M,36.90,23,28
M,36.90,35,49
M,36.91,18,-12
M,36.92,27,46
M,36.92,8,26
M,36.92,57,102
M,36.94,71,101
M,36.94,39,50
M,36.96,74,59
M,37.0,239.1,88.9
M,37.00,27,33
M,37,11,32
M,37.00,70,60
M,37.02,82,59
M,37.02,55,74
M,37.0,27.9,20.3
M,37.03,14,32
M,37.03,77,58
M,37.04,11,191
M,37.04,51,25
M,37.06,108,96
M,37.06,25,35
M,37.09,-21,36
M,37.09,40,52
M,37.09,62,69
M,37.10,8,37
M,37.11,32,41
M,37.12,3,22
M,37.12,44,43
M,37.17,33,39
M,37.2,61.2,53.1
M,37.20,43,34
M,37.22,-14,-16
M,37.23,48,29
M,37.24,8,75
M,37.29,-12,25
M,37.29,70,81
M,37.30,39,24
M,37.31,54,53
M,37.31,18,-25
M,37.32,43,16
M,37.33,30,28
M,37.35,57,42
M,37.3,51.4,9.0
M,37.36,37,22
M,37.37,24,39
M,37.38,32,50
M,37.4,58,58
M,37.38,24,56
M,37.39,39,46
M,37.39,118,97
M,37.4,51,33
M,37.41,21,-20
M,37.4,67.1,31.6
M,37.44,26,23
Z,37.46,-67,59
M,37.46,122,76
M,37.46,29,38
M,37.47,96,102
M,37.51,24,48
M,37.52,16,39
M,37.52,103,72
M,37.53,85,46
M,37.53,21,37
M,37.54,42,20
M,37.54,-23,-12
M,37.57,116,105
M,37.59,25,22
M,37.59,17,15
