Type,12C/13C,err+[12C/13C],err-[12C/13C]
M,95.84,0.78,0.78
U,95.80,2.30,2.30
M,95.8,0.6,0.6
M,95.78,4.77,4.77
M,95.73,2.32,2.32
M,95.72,4.27,3.92
M,95.72,0.70,0.70
M,95.70,2.46,2.34
M,95.60,2.50,2.50
M,95.60,2.34,2.34
M,95.60,0.55,0.55
M,95.6,0.6,0.6
M,95.6,0.7,0.7
X,95.60,4.20,3.86
M,95.6,2.9,2.9
M,95.58,2.45,2.45
M,95.54,1.43,1.43
M,95.48,0.78,0.78
M,95.46,3.15,3.15
M,95.37,1.49,1.49
M,95.32,8.47,8.47
M,95.3,0.7,0.7
M,95.29,6.30,5.56
M,95.22,1.89,1.89
M,95.22,0.67,0.67
M,95.13,0.82,0.82
M,95.11,0.48,0.48
Z,95.1,1.4,1.4
M,95.07,1.51,1.51
M,95.04,4.21,4.21
M,95.03,1.05,1.05
M,95.03,1.44,1.44
M,95.0,9.6,9.6
X,95,2,2
M,95,0.7,0.7
M,95,1.5,1.5
M,94.99,1.84,1.84
M,94.99,0.58,0.58
M,95.0,7.6,7.6
U,94.96,1.16,1.16
M,94.94,0.86,0.86
M,94.85,2.05,2.05
M,94.85,3.59,3.59
M,94.81,4.83,4.38
M,94.79,2.59,2.59
M,94.79,1.40,1.40
M,94.8,4.4,4.4
X,94.71,3.91,3.61
Z,94.69,0.60,0.60
M,94.64,0.68,0.68
M,94.64,1.04,1.04
M,94.61,16.08,16.08
M,94.61,2.22,2.12
M,94.60,0.75,0.75
M,94.49,2.99,2.81
M,94.47,1.44,1.44
M,94.47,1.91,1.91
Z,94.44,0.56,0.56
M,94.44,3.55,3.55
M,94.41,3.08,3.08
M,94.4,3.9,3.9
X,94.4,2.7,2.5
M,94.41,2.44,2.32
M,94.4,0.6,0.6
M,94.36,1.50,1.50
M,94.33,7.21,6.26
M,94.31,3.28,3.28
M,94.28,3.82,3.53
M,94.2,28.3,17.7
M,94.15,1.19,1.19
M,94.12,0.49,0.49
M,94.11,0.84,0.84
M,94.1,2.6,2.6
M,94.08,1.89,1.89
M,94.05,0.89,0.89
M,94.01,1.52,1.52
M,94,1,1
M,94,0.5,0.5
X,93.99,6.28,5.54
M,94.0,0.8,0.8
M,93.96,1.74,1.74
M,93.93,1.3,1.3
Z,93.90,4.36,4.36
M,93.9,0.6,0.6
M,93.85,1.52,1.47
Z,93.8,0.7,0.7
M,93.78,1.62,1.62
M,93.77,3.70,3.43
M,93.75,1.24,1.24
Z,93.73,1.96,1.96
M,93.7,1.5,1.5
M,93.7,8.2,8.2
M,93.67,4.41,4.41
M,93.65,0.55,0.55
M,93.64,2.24,2.24
M,93.64,1.58,1.58
M,93.63,6.84,5.97
M,93.56,0.49,0.49
M,93.55,2.15,2.15
M,93.55,1.66,1.66
M,93.55,2.24,2.24
M,93.5,4.0,4.0
M,93.50,0.75,0.75
Z,93.5,0.6,0.6
M,93.49,1.49,1.49
M,93.48,0.58,0.58
M,93.47,1.12,1.12
M,93.46,0.59,0.59
M,93.46,0.63,0.63
M,93.45,4.02,4.02
M,93.45,5.92,5.26
X,93,12,9
M,93.4,11.7,9.4
M,93.4,1.1,1.1
M,93.37,0.39,0.39
M,93.37,1.11,1.11
M,93.37,1.65,1.65
M,93.37,3.89,3.89
M,93.34,1.11,1.08
M,93.33,1.38,1.38
M,93.32,1.61,1.55
M,93.28,1.22,1.22
M,93.27,0.49,0.49
M,93.22,0.54,0.54
M,93.21,1.30,1.26
M,93.2,0.9,0.9
M,93.2,1.5,1.5
M,93.2,0.7,0.7
M,93.18,2.16,2.16
M,93.17,0.58,0.58
M,93.17,0.49,0.49
M,93.16,2.98,2.98
M,93.13,2.04,2.04
M,93.1,3.5,3.5
M,93.1,0.6,0.6
M,93.09,1.88,1.88
M,93.04,1.03,1.01
M,93.03,0.55,0.55
M,93.0,6.3,6.3
M,93.01,1,1
M,93,1,1
Z,93,0.6,0.6
M,92.98,0.58,0.58
M,92.98,0.39,0.39
M,92.91,6.74,6.74
M,92.91,4.25,4.25
M,92.88,0.39,0.39
M,92.88,0.58,0.58
M,92.88,3.82,3.53
M,92.83,1.08,1.08
Z,92.82,4.08,4.08
M,92.82,0.98,0.98
M,92.8,0.6,0.6
M,92.78,0.52,0.52
M,92.73,19.03,19.03
M,92.73,0.25,0.25
M,92.73,1.19,1.19
M,92.73,2.71,2.71
M,92.7,0.7,0.7
M,92.64,1.06,1.06
M,92.64,3.27,3.27
M,92.63,12.23,12.23
Z,92.6,5.5,5.5
M,92.6,1.6,1.6
M,92.6,0.7,0.7
M,92.59,0.48,0.48
M,92.57,1.35,1.35
M,92.55,1.08,1.08
M,92.55,1.22,1.22
M,92.55,1.44,1.44
M,92.51,1.15,1.15
M,92.51,1.29,1.29
M,92.49,1.79,1.73
M,92.47,1.80,1.80
M,92.46,2.25,2.25
M,92.46,1.49,1.49
M,92.46,2.53,2.53
M,92.45,2.41,2.41
M,92.45,1.63,1.63
X,92.4,1.1,1.1
M,92.41,1.74,1.74
M,92.41,0.50,0.50
M,92.40,0.48,0.48
M,92.4,1.9,1.9
M,92.4,0.8,0.8
M,92.37,2.12,2.12
M,92.37,1.34,1.34
M,92.4,10.0,10.0
M,92.33,1.16,1.16
M,92.32,20.37,20.37
M,92.3,0.7,0.7
M,92.27,0.95,0.95
M,92.25,2.39,2.39
M,92.22,1.44,1.40
M,92.2,0.8,0.8
M,92.20,1.11,1.11
M,92.20,2.83,2.83
M,92.20,1.18,1.18
M,92.16,1.18,1.18
M,92.11,2.33,2.33
M,92.11,2.26,2.26
M,92.1,1.4,1.4
M,92.08,0.52,0.52
M,92.02,0.95,0.95
M,91.97,0.53,0.53
M,91.9,0.6,0.6
M,91.93,1.23,1.23
M,91.92,3.7,3.7
M,91.89,2.48,2.35
M,91.84,1.97,1.97
M,91.8,0.5,0.5
M,91.83,0.47,0.47
M,91.83,0.47,0.47
M,91.8,4.4,4.4
M,91.8,0.6,0.6
M,91.79,2.62,2.48
M,91.76,3.33,3.10
M,91.76,0.54,0.54
M,91.74,1.51,1.51
M,91.72,4.84,4.38
M,91.7,4.9,4.9
M,91.7,1.2,1.2
M,91.7,0.6,0.6
M,91.69,2.60,2.60
M,91.69,3.46,3.22
X,91.6,6.4,6.4
M,91.62,4.40,4.40
M,91.6,6.5,6.5
M,91.61,2.55,2.42
M,91.6,5.8,5.8
M,91.6,0.6,0.6
M,91.6,0.7,0.7
M,91.6,1,1
M,91.58,2.45,2.45
M,91.58,1.04,1.04
M,91.6,7.6,7.6
M,91.55,0.56,0.56
M,91.5,19.7,13.8
M,91.51,9.79,8.06
M,91.5,1.6,1.6
M,91.5,4.0,4.0
M,91.48,1.06,1.03
M,91.46,1.39,1.35
X,91.46,9.03,7.54
M,91.42,0.47,0.47
M,91.41,15.32,15.32
M,91.40,1.14,1.14
X,91.38,3.85,3.55
M,91.38,5.02,5.02
M,91.36,21.07,21.07
M,91.32,1.15,1.15
M,91.3,5.5,5.5
Z,91.3,14.0,14.0
M,91.28,3.57,3.57
M,91.25,1.64,1.64
M,91.24,5.63,5.63
M,91.24,6.08,6.08
M,91.23,0.33,0.33
M,91.23,0.81,0.81
M,91.23,0.73,0.73
M,91.23,1.10,1.10
X,91.22,0.56,0.56
M,91.22,0.96,0.96
M,91.21,2.74,2.74
M,91.20,0.49,0.49
M,91.18,2.89,2.71
M,91.18,0.64,0.64
M,91.1,0.6,0.6
M,91.14,5.74,5.74
M,91.14,1.45,1.41
M,91.1,22.2,22.2
M,91.1,1.5,1.5
M,91.1,0.7,0.7
Z,91.1,0.6,0.6
M,91.08,0.45,0.45
Z,91.06,0.95,0.95
M,91.06,2.31,2.31
M,91.05,10.47,8.51
M,91.04,1.11,1.11
M,91.03,1.10,1.10
M,91.03,13.06,13.06
M,91,0.6,0.6
M,90.99,1.50,1.50
M,91.0,11.5,9.2
M,90.97,1.84,1.84
M,90.96,2.34,2.34
M,90.95,2.08,2.08
M,90.9,0.6,0.6
M,90.9,1.0,1.0
M,90.88,0.82,0.82
M,90.87,13.8,13.8
M,90.85,6.55,5.73
M,90.8,0.7,0.7
M,90.8,0.8,0.8
M,90.80,0.93,0.93
M,90.80,1.24,1.24
M,90.8,0.6,0.6
M,90.77,3.36,3.36
M,90.75,2.06,1.97
M,90.75,4.27,3.90
M,90.72,1.44,1.40
M,90.7,1.1,1.1
M,90.7,0.8,0.8
M,90.7,1.6,1.6
M,90.68,12.12,12.12
M,90.67,1.75,1.75
M,90.7,0.7,0.7
M,90.61,1.50,1.46
M,90.60,2.14,2.04
M,90.60,1.61,1.56
M,90.6,1.3,1.3
M,90.6,1,1
M,90.57,2.23,2.23
M,90.54,0.39,0.39
M,90.54,1.42,1.42
M,90.54,1.16,1.16
M,90.52,1.04,1.04
M,90.52,0.65,0.65
M,90.5,3.0,3.0
M,90.5,0.6,0.6
M,90.5,1,1
M,90.5,8.1,6.9
M,90.45,2.78,2.78
M,90.45,1.56,1.56
M,90.44,0.55,0.55
M,90.44,4.60,4.60
M,90.42,7.65,6.54
M,90.4,0.6,0.6
M,90.4,0.7,0.7
M,90.4,1,1
M,90.40,0.65,0.65
M,90.39,3.36,3.36
M,90.36,0.44,0.44
M,90.35,1.54,1.54
M,90.3,1.8,1.8
M,90.3,1,1
M,90.3,0.6,0.6
M,90.30,1.47,1.47
M,90.29,9.55,9.55
M,90.28,0.74,0.74
M,90.28,0.62,0.62
X,90,8,7
M,90.2,1.0,1.0
M,90.23,2.40,2.28
M,90.22,1.55,1.55
M,90.21,2.49,2.49
M,90.2,0.5,0.5
M,90.2,1,1
M,90.2,0.6,0.6
M,90.20,0.82,0.82
M,90.17,2.07,2.07
M,90.14,0.64,0.64
M,90.11,1.65,1.65
M,90.1,3.2,3.2
M,90.07,4.83,4.83
M,90.06,2.41,2.28
M,90.0,0.5,0.5
M,90.03,1.00,1.00
M,90.03,1.09,1.09
M,90.03,1.38,1.38
Z,90.00,0.57,0.57
M,90.0,0.4,0.4
M,90.0,1.5,1.5
M,90,0.7,0.7
M,89.97,2.11,2.11
M,89.96,1.76,1.70
M,89.94,3.19,3.19
M,89.94,0.91,0.91
M,89.94,0.68,0.68
M,89.91,15.74,15.74
M,89.9,1.1,1.1
M,89.9,0.7,0.7
M,89.9,0.8,0.8
M,89.9,1,1
M,89.9,0.8,0.8
M,89.9,0.6,0.6
M,89.9,1.3,1.3
M,89.86,1.05,1.05
M,89.84,0.42,0.42
M,89.84,1.53,1.53
M,89.83,0.64,0.64
M,89.82,0.64,0.64
M,89.81,3.68,3.40
M,89.8,0.8,0.8
M,89.78,34.12,34.12
M,89.77,1.54,1.54
M,89.76,1.27,1.27
M,89.7,0.6,0.6
Z,89.72,0.52,0.52
M,89.7,1,1
M,89.7,1,1
M,89.69,0.63,0.63
M,89.67,1.78,1.78
M,89.66,7.54,7.54
M,89.66,0.63,0.63
M,89.65,0.64,0.64
M,89.61,3.48,3.48
M,89.61,1.06,1.06
Z,89.6,1.2,1.2
M,89.6,0.6,0.6
M,89.6,0.9,0.9
M,89.6,0.8,0.8
M,89.60,0.74,0.74
M,89.59,15.40,11.46
M,89.53,9.54,9.54
Z,89.52,2.50,2.50
M,89.5,1.1,1.1
M,89.5,1.3,1.3
M,89.5,0.6,0.6
M,89.5,1.3,1.3
M,89.44,1.02,1.02
M,89.44,2.66,2.66
M,89.44,3.22,3.22
M,89.44,3.84,3.84
M,89.4,0.7,0.7
M,89.39,2.29,2.18
M,89.36,2.77,2.77
X,89.35,3.61,3.34
M,89.31,4.2,4.2
M,89.3,1,1
M,89.3,0.6,0.6
M,89.3,0.6,0.6
M,89.3,1,1
M,89.3,1,1
M,89.2,19.0,13.3
M,89.2,0.8,0.8
M,89.2,0.8,0.8
M,89.2,1.1,1.1
M,89.19,7.81,7.81
M,89.19,2.18,2.18
M,89.15,1.03,1.03
M,89.1,1.3,1.3
M,89.1,0.9,0.9
M,89.1,1.1,1.1
M,89.1,1.2,1.2
M,89.1,0.7,0.7
M,89.1,1.1,1.1
M,89.1,1,1
X,89.08,2.38,2.38
M,89.0,5.1,5.1
M,89.03,0.85,0.85
M,89.03,0.78,0.78
M,89.0,0.7,0.7
M,89,1,1
M,89,0.7,0.7
M,89,0.7,0.7
M,89,0.8,0.8
M,89,0.6,0.6
M,89,1,1
M,89,0.9,0.9
M,88.95,2.77,2.77
M,88.94,0.72,0.72
M,88.94,1.03,1.03
M,88.94,2.33,2.33
M,88.93,1.25,1.25
M,88.91,4.36,3.97
Z,88.9,1.5,1.5
X,88.9,5,5
M,88.9,1.8,1.8
X,88.9,1.2,1.2
M,88.9,0.8,0.8
M,88.9,0.7,0.7
M,88.9,0.9,0.9
M,88.9,1.1,1.1
M,88.89,0.47,0.47
M,88.88,2.16,2.16
M,88.87,0.63,0.63
M,88.87,0.59,0.59
M,88.86,0.70,0.70
M,88.86,1.97,1.89
M,88.83,0.86,0.86
M,88.8,0.7,0.7
M,88.8,0.7,0.7
M,88.8,0.5,0.5
M,88.78,0.64,0.64
M,88.8,8.4,8.4
M,88.7,0.9,0.9
M,88.7,1.2,1.2
M,88.7,1,1
M,88.7,0.6,0.6
M,88.7,0.6,0.6
M,88.7,0.5,0.5
M,88.7,0.7,0.7
M,88.7,0.9,0.9
M,88.65,1.61,1.61
M,88.6,0.7,0.7
M,88.6,0.9,0.9
M,88.6,0.6,0.6
M,88.59,1.61,1.55
M,88.53,1.28,1.24
M,88.53,0.59,0.59
M,88.53,2.35,2.35
Z,88.53,0.82,0.82
M,88.53,1.38,1.38
M,88.5,0.8,0.8
M,88.5,0.4,0.4
Z,88.47,0.51,0.51
M,88.45,0.87,0.87
M,88.44,1.79,1.72
M,88.4,0.8,0.8
M,88.4,0.9,0.9
M,88.4,0.7,0.7
M,88.4,0.7,0.7
M,88.39,0.68,0.68
M,88.38,0.96,0.96
M,88.4,15.4,15.4
M,88.37,1.33,1.33
M,88.36,2.44,2.31
M,88.3,1,1
M,88.3,0.6,0.6
M,88.3,0.7,0.7
M,88.3,1.2,1.2
M,88.3,0.8,0.8
M,88.3,0.6,0.6
M,88.3,0.5,0.5
Z,88.3,0.5,0.5
M,88.3,0.7,0.7
M,88.3,10.8,8.7
X,88.3,1.9,1.8
M,88.26,1.13,1.13
M,88.25,1.23,1.23
M,88.25,3.17,2.95
M,88.25,18.92,18.92
M,88.23,1.68,1.68
M,88.2,1.7,1.7
M,88.21,3.02,3.02
M,88.2,0.6,0.6
M,88.2,0.6,0.6
M,88.2,0.5,0.5
M,88.20,1.63,1.63
M,88.19,5.59,5.59
M,88.14,7.00,7.00
M,88.1,1,1
M,88.1,0.6,0.6
M,88.1,0.7,0.7
M,88.1,0.8,0.8
M,88.10,2.34,2.22
M,88.1,3.7,3.7
M,88.06,3.14,2.93
M,88.05,1.44,1.44
M,88.04,1.53,1.53
M,88.01,1.27,1.27
M,88.0,0.9,0.9
M,88,0.9,0.9
M,88,0.8,0.8
M,88,1,1
M,88,0.8,0.8
Z,88,0.7,0.7
M,88,1,1
M,88,0.7,0.7
M,88,0.5,0.5
X,88.00,1.04,1.04
M,88.00,1.38,1.38
M,87.96,0.59,0.59
M,87.9,1.6,1.6
M,87.9,0.6,0.6
M,87.9,0.8,0.8
M,87.9,1.2,1.2
M,87.90,1.16,1.16
M,87.9,7.2,7.2
M,87.88,1.20,1.20
M,87.88,1.95,1.95
M,87.88,4.17,4.17
M,87.86,0.49,0.49
M,87.85,1.41,1.36
M,87.83,3.55,3.28
M,87.8,1.1,1.1
M,87.8,0.6,0.6
Z,87.80,1.79,1.79
M,87.76,2.11,2.11
X,87.75,6.45,5.63
M,87.7,1,1
M,87.7,1.3,1.3
M,87.7,0.7,0.7
M,87.7,0.7,0.7
M,87.7,0.6,0.6
M,87.7,0.6,0.6
Z,87.64,1.08,1.08
M,87.64,1.45,1.45
M,87.63,0.50,0.50
M,87.6,10.2,10.2
M,87.61,3.24,3.02
M,87.6,0.9,0.9
M,87.6,1.1,1.1
M,87.6,0.6,0.6
M,87.6,2,2
M,87.58,1.21,1.21
M,87.54,1.05,1.05
M,87.5,1,1
M,87.5,0.8,0.8
M,87.5,0.9,0.9
M,87.5,0.6,0.6
M,87.5,0.6,0.6
M,87.5,1.2,1.2
M,87.5,0.5,0.5
X,87.47,2.29,2.18
M,87.47,1.39,1.35
M,87.4,22.6,14.9
M,87.4,1,1
M,87.4,0.9,0.9
M,87.38,1.19,1.16
M,87.35,0.62,0.62
M,87.35,5.66,5.01
M,87.34,4.51,4.09
M,87.32,1.38,1.38
M,87.32,1.25,1.25
M,87.3,1.4,1.4
M,87.3,0.6,0.6
M,87.3,0.6,0.6
M,87.3,0.7,0.7
M,87.3,0.6,0.6
M,87.3,0.7,0.7
M,87.3,1,1
Z,87.30,0.46,0.46
M,87.2,1.0,1.0
M,87.24,1.28,1.28
M,87.22,0.48,0.48
Z,87.21,0.52,0.52
X,87,4,3
M,87.18,6.46,5.63
M,87.15,2.36,2.36
M,87.11,3.47,3.47
M,87.11,16.59,12.01
M,87.1,0.8,0.8
M,87.1,0.8,0.8
M,87.1,0.5,0.5
M,87.08,1.28,1.28
M,87.08,1.13,1.13
M,87.08,0.75,0.75
M,87.07,4.79,4.79
M,87.06,4.50,4.08
M,87.06,0.45,0.45
M,87.03,1.06,1.06
M,87.02,6.22,6.22
M,87.00,3.72,3.72
M,87.00,1.68,1.68
M,87,0.9,0.9
M,87,0.6,0.6
M,86.98,0.41,0.41
M,86.97,0.51,0.51
M,86.94,3.80,3.80
M,86.92,0.32,0.32
M,86.92,0.77,0.77
M,86.92,2.19,2.19
M,86.92,1.81,1.81
Z,86.92,1.27,1.27
M,86.92,1.74,1.74
M,86.9,1,1
M,86.9,1.3,1.3
M,86.9,0.7,0.7
M,86.89,2.64,2.64
M,86.87,1.03,1.03
M,86.86,0.51,0.51
M,86.84,3.30,3.30
M,86.8,1.2,1.2
M,86.8,1.2,1.2
M,86.77,0.62,0.62
M,86.76,1.65,1.65
M,86.76,1.40,1.40
M,86.74,2.09,2.09
M,86.74,2.93,2.93
M,86.74,1.3,1.3
M,86.73,5.58,5.58
M,86.7,0.7,0.7
M,86.7,0.9,0.9
M,86.7,0.9,0.9
M,86.7,0.5,0.5
M,86.68,1.36,1.36
M,86.67,0.49,0.49
M,86.7,4.1,4.1
M,86.6,6.5,6.5
M,86.64,0.91,0.91
M,86.6,1.8,1.8
M,86.63,3.32,3.09
M,86.62,1.58,1.58
M,86.62,26.62,16.49
Z,86.61,2.24,2.24
M,86.61,1.59,1.59
M,86.59,1.69,1.69
M,86.58,1.08,1.06
M,86.51,1.48,1.48
M,86.5,1.2,1.2
U,86.49,1.16,1.16
M,86.49,0.89,0.89
M,86.45,2.04,1.95
M,86.45,2.33,2.33
Z,86.45,0.70,0.70
M,86.41,5.86,5.16
M,86.4,0.9,0.9
M,86.4,0.4,0.4
M,86.4,0.6,0.6
M,86.37,2.54,2.54
M,86.36,0.61,0.61
M,86.35,1.58,1.58
M,86.32,1.91,1.91
M,86.32,4.08,4.08
M,86.30,1.75,1.75
M,86.3,1.1,1.1
M,86.3,0.9,0.9
M,86.3,1.2,1.2
M,86.3,0.7,0.7
M,86.3,0.8,0.8
M,86.27,0.43,0.43
Z,86.22,1.47,1.47
M,86.22,1.02,1.02
M,86.22,2.57,2.57
M,86.22,5.06,5.06
M,86.17,0.8,0.8
M,86.15,1.72,1.65
M,86.15,1.25,1.21
M,86.1,1,1
M,86.1,1.1,1.1
M,86.1,0.7,0.7
M,86.06,8.92,8.92
M,86.05,2.21,2.10
M,86.05,1.14,1.14
M,86.04,0.94,0.94
M,86.03,10.27,10.27
M,86.0,1.5,1.5
M,86,1.6,1.6
M,86,0.6,0.6
M,85.99,1.28,1.28
M,85.95,3.16,3.16
M,85.95,0.62,0.62
M,85.91,3.09,3.09
M,85.91,3.17,2.95
M,85.9,1.2,1.2
X,85.9,6.5,6.5
M,85.9,0.5,0.5
M,85.9,0.6,0.6
M,85.89,4.45,4.04
M,85.85,1.43,1.43
M,85.83,2.57,2.57
M,85.8,0.6,0.6
M,85.8,0.7,0.7
M,85.8,0.5,0.5
M,85.76,2.99,2.80
M,85.75,1.03,1.03
M,85.74,2.09,2.09
M,85.74,3.90,3.58
M,85.71,1.88,1.88
M,85.71,1.29,1.29
M,85.69,2.78,2.61
M,85.68,0.53,0.53
M,85.68,1.79,1.79
M,85.60,0.55,0.55
Z,85.60,0.84,0.84
M,85.6,0.7,0.7
M,85.6,0.7,0.7
M,85.6,0.6,0.6
M,85.6,0.9,0.9
M,85.60,2.08,2.08
M,85.60,1.41,1.41
Z,85.6,3.3,3.3
M,85.48,5.93,5.93
M,85.48,1.06,1.06
M,85.46,1,1
Z,85.45,0.28,0.28
M,85.42,5.15,4.59
M,85.4,1.9,1.9
M,85.4,0.5,0.5
M,85.4,0.5,0.5
M,85.4,2.1,2.1
M,85.30,0.41,0.41
Z,85.29,0.49,0.49
M,85.29,2.66,2.66
M,85.27,0.40,0.40
Z,85.27,0.53,0.53
M,85.26,9.35,7.67
M,85.26,3.52,3.52
M,85.24,13.07,13.07
M,85.24,5.05,4.52
M,85.24,3.25,3.25
M,85.23,0.92,0.92
M,85.22,1.07,1.07
Z,85.2,1.3,1.3
M,85.2,1.2,1.2
M,85.2,0.7,0.7
M,85.2,0.4,0.4
M,85.20,2.44,2.44
M,85.2,2.6,2.6
M,85.15,0.54,0.54
M,85.14,1.21,1.21
M,85.14,1.06,1.06
M,85.11,11.67,11.67
M,85.1,0.6,0.6
M,85.07,0.53,0.53
M,85.02,0.45,0.45
X,85.00,1.21,1.21
M,85,0.8,0.8
M,85,0.8,0.8
M,85,0.5,0.5
M,85.0,7.0,6.0
M,84.99,0.86,0.86
M,84.99,0.85,0.85
M,84.94,1.34,1.34
M,84.9,11.3,11.3
M,84.92,3.69,3.69
M,84.91,1.49,1.44
M,84.90,2.32,2.20
M,84.9,1.4,1.4
M,84.9,0.9,0.9
M,84.86,1.96,1.96
M,84.85,1.76,1.69
M,84.84,0.60,0.60
M,84.82,1.82,1.75
M,84.74,1.02,0.99
M,84.70,0.73,0.73
M,84.7,1.8,1.8
M,84.7,0.5,0.5
M,84.68,0.54,0.54
M,84.68,0.60,0.60
M,84.62,0.56,0.56
M,84.62,2.53,2.53
M,84.57,2.42,2.42
M,84.57,3.83,3.51
X,84.56,0.92,0.92
M,84.5,1.5,1.5
M,84.47,2.71,2.71
M,84.47,0.49,0.49
M,84.44,1.62,1.62
M,84.42,0.40,0.40
M,84.4,1.8,1.8
X,84.4,6.8,5.9
M,84.4,0.98,0.98
M,84.4,0.7,0.7
M,84.39,0.98,0.98
M,84.33,7.51,6.38
M,84.33,1.12,1.12
M,84.32,1.03,1.03
M,84.32,1.28,1.28
M,84.32,0.84,0.84
M,84.31,0.99,0.99
M,84.3,0.6,0.6
X,84.3,0.9,0.9
M,84.25,1.73,1.73
M,84.24,1.27,1.27
M,84.2,0.6,0.6
M,84.2,0.8,0.8
M,84.2,0.9,0.9
M,84.17,1.03,1.03
Z,84.17,1.29,1.29
M,84.16,3.37,3.37
M,84.2,2.6,2.6
M,84.1,0.5,0.5
M,84.1,1.6,1.6
M,84.1,0.7,0.7
M,84.06,1.21,1.21
M,84.05,1.00,1.00
M,84.02,0.74,0.74
M,84.02,0.84,0.84
M,84.02,2.15,2.15
M,84.00,1.39,1.39
M,84.00,0.56,0.56
M,83.98,1.14,1.14
M,83.95,1.99,1.90
M,83.95,2.14,2.14
M,83.91,1.24,1.24
M,83.89,1.64,1.64
M,83.89,2.01,2.01
M,83.84,3.50,3.50
M,83.80,0.83,0.83
M,83.8,3.14,3.14
M,83.8,0.8,0.8
M,83.75,2.51,2.51
M,83.73,1.27,1.27
M,83.73,3.04,3.04
Z,83.7,2.25,2.25
M,83.68,0.59,0.59
M,83.65,0.83,0.83
M,83.65,3.22,3.22
M,83.60,1.54,1.54
M,83.6,0.6,0.6
M,83.6,1.1,1.1
M,83.60,4.22,4.22
M,83.58,1.79,1.79
X,83.56,2.48,2.48
M,83.5,29.4,17.3
M,83.5,10.9,10.9
M,83.51,0.48,0.48
M,83.5,1.69,1.69
M,83.5,0.6,0.6
M,83.5,0.6,0.6
Z,83.50,0.61,0.61
X,83.49,0.88,0.88
M,83.45,1.72,1.72
M,83.44,3.09,2.88
M,83.44,4.71,4.71
M,83.42,0.45,0.45
M,83.4,3.5,3.5
M,83.38,1.45,1.40
M,83.38,1.72,1.72
M,83.37,2.27,2.16
M,83.37,0.42,0.42
M,83.36,2.94,2.94
M,83.36,3.79,3.79
M,83.36,1.62,1.62
M,83.36,0.81,0.81
Z,83.35,1.04,1.04
M,83.34,4.01,3.66
M,83.33,0.81,0.81
M,83.33,1.05,1.05
M,83.3,2.4,2.4
M,83.31,4.35,4.35
M,83.30,1.67,1.61
Z,83.3,0.98,0.98
M,83.3,1.4,1.4
M,83.3,0.5,0.5
M,83.29,1.73,1.73
M,83.29,2.30,2.18
M,83.3,3.6,3.6
M,83.26,12.44,12.44
M,83.3,2.4,2.4
M,83.22,0.58,0.58
M,83.22,1.48,1.48
M,83.22,1.03,1.03
Z,83.22,2.47,2.47
M,83.22,2.86,2.86
M,83.2,2.5,2.5
M,83.2,0.6,0.6
Z,83.2,1,1
M,83.20,0.58,0.58
M,83.19,0.87,0.87
M,83.18,1.39,1.39
M,83.18,1.69,1.63
M,83.2,2.4,2.4
M,83.14,2.27,2.15
M,83.13,1.72,1.66
M,83.13,1.41,1.41
M,83.11,2.27,2.15
M,83.11,2.35,2.23
X,83.10,1.01,1.01
M,83.1,0.8,0.8
M,83.1,1.6,1.6
M,83.08,3.27,3.03
M,83.07,1.06,1.06
M,83.07,1.58,1.58
M,83.07,1.38,1.38
M,83.07,0.51,0.51
M,83.06,0.80,0.80
M,83.04,14.58,10.79
M,83.00,0.47,0.47
M,83,0.36,0.36
M,83,1.2,1.2
M,83,0.7,0.7
M,83,0.5,0.5
M,82.98,0.86,0.86
M,83.0,4.2,4.2
Z,82.94,0.84,0.84
Z,82.94,1.83,1.83
M,82.93,0.80,0.80
M,82.93,1.72,1.72
Z,82.93,2.01,2.01
M,82.92,0.36,0.36
M,82.92,10.65,10.65
M,82.9,0.8,0.8
M,82.9,0.7,0.7
M,82.89,0.43,0.43
M,82.85,1.03,1.03
M,82.8,0.8,0.8
M,82.8,0.9,0.9
M,82.79,2.44,2.44
M,82.79,3.98,3.98
M,82.77,3.57,3.28
M,82.75,0.40,0.40
M,82.71,3.18,3.18
X,82.71,2.30,2.30
M,82.71,1.73,1.73
M,82.7,0.9,0.9
M,82.69,2.39,2.26
M,82.64,2.90,2.71
M,82.6,1.5,1.5
M,82.6,0.5,0.5
M,82.6,2.6,2.6
M,82.59,1.62,1.56
M,82.59,2.72,2.55
X,82.59,0.04,0.04
M,82.59,6.16,5.36
M,82.58,1.62,1.62
M,82.55,0.94,0.92
M,82.54,1.33,1.33
M,82.5,2.9,2.9
M,82.50,1.48,1.48
M,82.50,6.31,6.31
M,82.5,3.4,3.4
M,82.49,0.5,0.5
M,82.47,4.32,4.32
M,82.46,6.26,6.26
M,82.44,7.26,6.17
M,82.43,2.36,2.36
M,82.42,0.45,0.45
M,82.41,0.96,0.96
M,82.37,0.86,0.86
M,82.36,1.68,1.62
M,82.36,1.15,1.15
M,82.36,0.54,0.54
M,82.36,1.13,1.13
U,82.34,1.08,1.08
M,82.33,0.95,0.93
M,82.31,0.38,0.38
M,82.31,0.89,0.87
M,82.29,1.08,1.08
M,82.26,1.39,1.39
X,82.2,0.7,0.7
Z,82.22,1.51,1.51
M,82.22,4.37,4.37
M,82.22,3.04,3.04
M,82.22,1.20,1.20
M,82.21,0.64,0.64
M,82.2,0.8,0.8
