PGD Type,Type,Grain Label,Meteorite,12C/13C,err+[12C/13C],err-[12C/13C]
X,X,KJB2-14-25-1,Murchison,220.91,4.63,4.63
X,X,M7b@3_36_1_mg_6,Murchison ,219.60,6.25,6.25
X,X,KJGM1-242-6,Murchison,216.59,5.84,5.84
X,X,KJGN2-411-2,Murchison,216.2,1.3,1.3
X,X,KJG6L-78-10,Murchison,216,15,13
X,X,I35,Inman,214.8,7.7,7.7
Y,Y,M7b@1_11_1_mg_1,Murchison ,214.00,4.40,4.40
Y,Y,KJE-a2-16-17,Murchison,213.10,2.25,2.25
Y,Y,Muri11B-393-9,Murchison,212.06,13.84,12.24
Y,Y,M7@8_6_1_mg_33,Murchison ,211.26,7.11,7.11
Y,Y,S5,Semarkona,211.0,16.3,16.3
X,X,KJGN2-147-1,Murchison,210.6,1.24,1.24
X,X,KJGM4C-324-1,Murchison,210.33,7.56,7.56
Y,Y,M33-113-6,Murchison,209.75,27.44,21.75
Y,Y,WF_4#1.14,Murchison ,209.50,7.13,7.13
X,X,KJGM2-288-1,Murchison,209.2,3.9,3.7
Y,Y,M7@8_21_1_mg_12,Murchison ,209.00,4.33,4.33
Y,Y,KJB2-13-36-16,Murchison,208.04,2.74,2.74
X,X,KJA1-8-5-3,Murchison,207.13,12.30,12.30
Y,Y,region5p1_19_1_2,Indarch,206.9,2.4,2.4
X,X,KJGL1-285-1,Murchison,206.2,4.4,4.2
X,X,M08-422-2,Murchison,203.9,2.1,2.1
X,X,KJGL1-221-1,Murchison,203.9,2.3,2.2
Y,Y,KJGM1-158-5,Murchison,203,3,3
Y,Y,M7@14_17_1_mg_10,Murchison ,202.37,12.22,12.22
Y,Y,M7@14_24_1_mg_7,Murchison ,200.38,6.79,6.79
X,X,KJE456,Murchison,199.9,20.9,20.9
Y,Y,KJE-a1-10-1,Murchison,199.65,1.27,1.27
X,X,M08-422-1,Murchison,199.3,4.3,4.3
Y,Y,KJE311,Murchison,198.0,21.6,21.6
X,X,KJGM1-341-3,Murchison,197.92,3.69,3.69
Y,Y,KJB2-H-1,Murchison,197.72,35.09,35.09
Y,Y,KJE292,Murchison,196.7,26.8,26.8
X,X,KJG-CHRL108-100-2,Murchison,195.3,3.2,3.2
X,X,KJG6L-69-9,Murchison,195,11,10
Y,Y,KJA1-8-2-3,Murchison,194.66,6.41,6.41
Y,Y,KJC156,Murchison,194.4,96.3,48.4
Y,Y,M42-14-12,Murchison,193.87,25.84,20.40
X,X,KJGM2-254-3,Murchison,193.2,3.8,3.7
Y,Y,KJGM4C-80-3,Murchison,193,5,5
Y,Y,M7b@2_27_1_mg_4,Murchison ,192.67,3.42,3.42
C,C,KJE-a1-5-7,Murchison,192.03,1.08,1.08
X,X,M08-453-4,Murchison,191.7,2.1,2.1
X,X,X3 (KJG4-052),Murchison,191,7,7
X,X,Bonanza (LU-13),Murchison,190.2,1.0,1.0
X,X,M08-557-1-2,Murchison,189.6,1.7,1.7
X,X,KJB2-11-24-1,Murchison,188.87,4.71,4.71
Y,Y,S6,Semarkona,187.7,5.0,5.0
X,X,M08-353,Murchison,187.4,2.4,2.4
X,X,M08-151,Murchison,185.7,1.3,1.3
Y,Y,KJE-a2-22-13,Murchison,185.51,1.29,1.29
X,X,KJE399,Murchison,185.2,15.1,15.1
X,X,KJE19,Murchison,185,17,15
X,X,5B-58-12,Qingzhen,184,6,6
Y,Y,M7b@1_6_1_mg_16,Murchison ,183.90,5.96,5.96
Y,Y,KJE234,Murchison,183.6,12.3,12.3
X,X,KJGL1-452-1,Murchison,182.9,4.8,4.5
Y,Y,KJE700,Murchison,182.1,12.8,12.8
X,X,KJG-CHRL108-322-1,Murchison,181.8,4.2,4.2
Y,Y,KJA1-6-7-6,Murchison,181.69,11.27,11.27
Y,Y,KJB2-8-5-19,Murchison,179.54,9.06,9.06
Y,Y,M7@8_21_1_mg_6,Murchison ,179.21,2.98,2.98
X,X,Muri11B-371-2,Murchison,178.11,4.55,4.33
C,C,WF_3#11.3 (M7-B),Murchison ,177.93,20.36,20.36
X,X,5A-396-3,Qingzhen,177,6,6
Y,Y,KJE-a1-2-10,Murchison,175.32,0.94,0.94
Y,Y,KJH3-042 (Y1),Murchison,175.18,1.38,1.38
X,X,KJE013,Murchison,174.6,17.8,17.8
Y,Y,KJE524,Murchison,173.4,10.1,10.1
X,X,KJG-CHRL108-327-5,Murchison,173.3,3.2,3.2
Y,Y,M8-8-15,Murchison,172.47,2.51,2.44
Y,Y,M7b@2_48_1_mg_10,Murchison ,172.34,6.53,6.53
Y,Y,M7b@3_69_1_mg_2,Murchison ,170.92,2.71,2.71
Y,Y,Oct-17-16-21,Indarch,170.8,4.5,4.5
Y,Y,KJC207,Murchison,170.1,64.9,36.8
X,X,KJD33,Murchison,170,13,12
X,X,M08-96,Murchison,169.6,2.1,2.1
Y,Y,KJB2-8-5-15,Murchison,169.35,4.96,4.96
Y,Y,Muri11B-7-3,Murchison,168.94,14.90,12.67
X,X,X5 (KJH10-621),Murchison,168,4,4
X,X,B8,Bishunpur,167.8,15.3,15.3
Y,Y,KJE411,Murchison,167.7,10.7,10.7
Y,Z,KJGN10-61-1,Murchison,167.60,1.22,1.22
Y,Y,M7@4_9_1_mg_4,Murchison ,166.61,1.79,1.79
Y,Y,Muri11B-365-5,Murchison,166.27,4.94,4.66
X,X,KJGM4-208-2,Murchison,166.1,2.1,2.1
Y,Y,KJE404,Murchison,165.9,8.4,8.4
X,X,M08-66-1,Murchison,164.8,1.7,1.7
X,X,KJGM4-244-10,Murchison,163.9,8.4,7.6
Y,Y,T22,Tieschitz,163.6,21.9,21.9
X,X,M7@15_33_1_mg_9,Murchison ,163.59,5.43,5.43
X,X,Muri11B-232-2,Murchison,163.51,5.56,5.21
Y,Y,KJE-a2-68-1,Murchison,163.36,0.86,0.86
Y,Y,Muri11B-60-2,Murchison,163.33,5.83,5.44
Y,Y,M8-82-5,Murchison,162.97,6.13,5.70
Y,Y,Muri11B-237-1,Murchison,162.51,4.83,4.55
X,X,M7@4_5_1_mg_13,Murchison ,162.31,3.83,3.83
Y,Y,M42-190-1,Murchison,162.27,2.74,2.66
Y,Y,KJGM4C-61-1,Murchison,162,3,3
Y,Y,M42-275-2,Murchison,161.69,23.80,18.39
Y,Y,M7b@1_12_1_mg_1,Murchison ,161.57,9.88,9.88
Y,Y,KJH3-202 (Y2),Murchison,161.51,1.76,1.76
Y,Y,KJE823,Murchison,161.5,23.4,23.4
X,X,KJGN2-253-2,Murchison,161.5,0.9,0.9
Y,Y,KJH5-7m14 (Y5),Murchison,161.47,4.10,4.10
X,X,KJD32,Murchison,161,29,21
Y,Y,KJE-a2-8-1,Murchison,160.39,1.06,1.06
X,X,M26a-392-9,Murchison,160.01,4.09,3.89
Y,Y,KJC141,Murchison,159.9,33.7,23.7
Y,Y,KJE-a2-59-4,Murchison,159.70,1.58,1.58
Y,Y,Muri11B-351-3,Murchison,159.38,11.53,10.07
Y,Y,KJGM4C-40-2,Murchison,159,4,4
X,X,M08-73-2,Murchison,159,1.6,1.6
X,X,KJE069,Murchison,158.7,14.8,14.8
X,X,KJGM2-35-8,Murchison,157.8,5.8,5.4
Y,Y,KJE892,Murchison,157.6,18.7,18.7
Y,Y,M33b-153-1,Murchison,157.46,2.62,2.53
Y,Y,Muri11B-225-1,Murchison,157.18,4.95,4.66
Y,Y,KJGM1-84-3,Murchison,157,2,2
Y,Y,WF_3#10.16,Murchison ,156.81,3.28,3.28
X,X,KJD38,Murchison,157,102,44
Y,Y,M7b@3_71_1_mg_4,Murchison ,156.45,3.78,3.78
Y,Y,region4again_7_1_1,Indarch,156.1,1.7,1.7
X,X,KJG-263-1,Murchison,155.8,0.6,0.6
Y,Y,M7@14_27_1_mg_9,Murchison ,155.74,5.25,5.25
Y,Y,KJE192,Murchison,155.2,6.1,6.1
Y,Y,KJG2-157 (Y6),Murchison,154.79,2.54,2.54
Y,Y,M7@4_10_1_mg_16,Murchison ,154.78,4.09,4.09
X,X,KJG-CHRL108-113-2,Murchison,154.5,1.3,1.3
Y,Y,KJB2-16-5-13,Murchison,154.42,5.36,5.36
Y,Y,KJE354,Murchison,154.1,10.5,10.5
Y,Y,KJGM1-77-2,Murchison,154,3,3
X,X,KJGN2-345-1,Murchison,154,0.9,0.9
X,X,KJE138,Murchison,154.0,27.5,27.5
Y,Y,region2_11_1_13,Indarch,153.5,1,1
Y,Y,KJG4-#0402 (Y3),Murchison,153.44,6.01,6.01
Y,Y,M7Img@1_2_1_mg_8,Murchison ,152.75,1.77,1.77
Y,Y,M33-79-5,Murchison,152.64,19.72,15.67
Y,Y,KJE872,Murchison,152.6,10.4,10.4
Y,Y,KJE450,Murchison,152.5,4.6,4.6
C,C,WF_5#4.1 (M7-C),Murchison ,152.45,4.52,4.52
Y,Y,M7@4_9_1_mg_11,Murchison ,151.76,1.58,1.58
Y,Y,KJB2-8-2-11,Murchison,151.58,2.98,2.98
Y,Y,M7@10_2_1_mg_16,Murchison ,151.28,3.73,3.73
Z,Z,M7b@3_15_1_mg_8,Murchison ,151.23,6.12,6.12
X,X,KJGM4-19-7,Murchison,151.2,5.2,4.8
Y,Y,M7b@1_9_1_mg_4,Murchison ,151.14,4.47,4.47
Y,Y,KJB2-5-2-6,Murchison,151.06,12.95,12.95
Y,Y,KJGM1-295-2,Murchison,151,4,4
Y,Y,WF_1#4.9,Murchison ,150.86,1.84,1.84
Y,Y,KJE498,Murchison,150.8,8.0,8.0
Y,Y,M7@8_30_1_mg_2,Murchison ,150.78,5.63,5.63
X,X,KJGM2-235-2,Murchison,150.5,8.8,7.9
Y,Y,KJB2-13-36-14,Murchison,150.34,2.38,2.38
Y,Y,KJGM4C-347-2,Murchison,150,5,5
Y,Y,KJE401,Murchison,149.8,7.7,7.7
X,X,KJGM1-82-2,Murchison,149.26,1.93,1.93
Y,Y,M7b@3_39_1_mg_9,Murchison ,149.16,2.13,2.13
Y,Y,IH6-16-2,Indarch,149.1,1.4,1.4
Y,Y,KJE-a2-58-2,Murchison,148.43,1.02,1.02
X,X,region2_16_1_2,Indarch,148.3,1.5,1.5
X,X,M26a-4-1,Murchison,148.09,12.50,10.69
X,X,5B-375-35,Qingzhen,148,10,10
X,X,M08-444-2,Murchison,147.3,1.4,1.4
Y,Y,e4-3_7_1_mg_21,Indarch,146.71,3.71,3.71
Y,Y,Muri11B-82-3,Murchison,146.65,4.68,4.40
Y,Y,M26a-161-15,Murchison,146.35,3.53,3.37
Y,Y,Org-568,Orgueil,146.0,2.5,2.5
Y,Y,KJA1-2-5-3,Murchison,145.44,6.18,6.18
Y,Y,WF_4#7.9,Murchison ,145.29,2.74,2.74
X,X,KJE-a1-37-7,Murchison,145.16,0.82,0.82
Y,Y,M7@8_17_1_mg_2,Murchison ,145.07,2.56,2.56
Y,Y,KJGM1-231-8,Murchison,145,3,3
Y,Y,region5p1_20_1_7,Indarch,144.8,1.5,1.5
Y,Y,WF_6#20.1,Murchison ,144.67,2.92,2.92
Y,Y,KJE-a2-39-19,Murchison,144.47,0.89,0.89
Y,Y,KJB2-2-7-4,Murchison,144.23,6.84,6.84
Y,Y,KJE467,Murchison,143.2,10.6,10.6
X,X,M08-77,Murchison,143.1,4.4,4.4
X,X,M08-446,Murchison,143,1.5,1.5
Y,Y,KJE-a1-23-8,Murchison,142.79,0.73,0.73
Y,Y,M7@14_40_1_mg_9,Murchison ,142.64,6.53,6.53
Y,Y,Oct-16-3-7,Indarch,142.6,3.4,3.4
Y,Y,KJGM1-363-1,Murchison,142,3,3
Y,Y,KJE-a1-41-9,Murchison,142.00,0.76,0.76
Y,Y,KJA1-8-9-3,Murchison,141.97,5.84,5.84
Y,Y,KJE759,Murchison,141.3,19.5,19.5
Y,Y,KJE-a2-6-5,Murchison,141.21,0.93,0.93
Y,Y,M08-16,Murchison,141.2,0.9,0.9
Y,Y,M7@15_14_1_mg_6,Murchison ,141.15,1.80,1.80
Y,Y,M7@15_38_1_mg_1,Murchison ,140.98,1.75,1.75
Z,Z,M7@14_6_1_mg_1,Murchison ,140.76,4.16,4.16
Y,Y,KJE-a2-62-5,Murchison,140.71,0.83,0.83
Y,Y,reg4p2_15_1_5,Indarch,140.6,1.9,1.9
Y,Y,M7b@3_7_1_mg_1,Murchison ,140.28,1.21,1.21
Y,Y,M7@14_38_1_mg_3,Murchison ,140.14,7.47,7.47
X,X,5A-425-14,Qingzhen,140,10,10
Y,Y,KJE012,Murchison,139.7,12.1,12.1
Y,Y,M8-8-18,Murchison,139.72,4.72,4.42
Y,Y,KJE854,Murchison,139.7,17.0,17.0
Y,Y,Oct-17-10-13,Indarch,139.7,2.8,2.8
Y,Y,WF_1#7.6,Murchison ,139.61,1.94,1.94
Y,Y,KJE-a2-10-11,Murchison,139.43,1.99,1.99
Y,Y,WF_2#1.5,Murchison ,139.22,3.16,3.16
Y,Y,M26a-58-1,Murchison,138.56,3.20,3.06
Y,Y,KJE864,Murchison,138.5,18.1,18.1
Y,Y,M7b@1_3_1_mg_8,Murchison ,138.47,5.69,5.69
Y,Y,Oct-17-2-21,Indarch,138.4,3.6,3.6
Y,Y,KJB2-3-22-12,Murchison,138.13,6.07,6.07
Y,Y,KJB2-11-12-10,Murchison,137.8,2.26,2.26
Y,Y,KJA1-3-3-1,Murchison,137.78,6.38,6.38
Y,Y,Feb-25-23-3,Indarch,137.7,2.8,2.8
Y,Y,KJE-a1-26-11,Murchison,137.65,0.81,0.81
Y,Y,M7b@3_53_1_mg_1,Murchison ,137.11,4.72,4.72
Y,Y,M7b@3_58_1_mg_10,Murchison ,136.89,3.14,3.14
X,X,M08-287,Murchison,136.7,1.9,1.9
X,X,M08-293-1,Murchison,136.7,1.3,1.3
Y,Y,KJB2-8-8-9,Murchison,136.38,3.02,3.02
Y,Y,KJE128,Murchison,136.2,10.4,10.4
Y,Y,M8-9-14,Murchison,136.01,2.85,2.74
Y,M,KJC057,Murchison,135.2,1000000,77.3
Y,Y,IH6-13-5,Indarch,134.8,1.2,1.2
Y,Y,KJE-a2-28-4,Murchison,134.78,1.17,1.17
Y,Y,WF_2#7.6,Murchison ,134.34,2.19,2.19
X,X,M08-233,Murchison,134.3,1.1,1.1
Y,Y,region3_2_1_4,Indarch,134.2,1.2,1.2
Y,Y,M7@15_38_1_mg_4,Murchison ,134.07,4.55,4.55
X,X,4A-438-25,Qingzhen,134,11,11
Y,Y,e5-3_7_1_mg_21,Indarch,133.89,4.03,4.03
Y,Y,e5-3_12_1_mg_19,Indarch,133.79,3.59,3.59
Y,Y,KJC122,Murchison,133.6,23.7,17.5
Y,Y,M8-82-9,Murchison,133.55,3.46,3.29
Y,Y,region2_7_1_18,Indarch,133.4,0.9,0.9
X,X,IN28bB-52-13,Indarch,133.3,5.6,5.2
Y,Y,WF_5#8.1,Murchison ,133.29,1.72,1.72
Y,Y,M33b-118-1,Murchison,133.18,4.34,4.07
Y,Y,M7b@3_64_1_mg_8,Murchison ,133.16,1.73,1.73
X,X,Muri11B-475-3,Murchison,132.98,8.15,7.26
Y,Y,Oct-17-10-22,Indarch,132.9,5.7,5.7
Y,Y,KJE-a2-2-1,Murchison,132.60,0.65,0.65
X,X,KJB2-3-20-18,Murchison,132.36,12.37,12.37
Y,Y,M7@14_39_1_mg_6,Murchison ,132.13,5.59,5.59
Y,Y,KJE165,Murchison,131.7,15.2,15.2
Y,Y,KJA1-8-5-7,Murchison,131.55,5.03,5.03
Y,Y,M8-11-5,Murchison,131.24,4.05,3.81
Y,Y,KJE-a1-11-1,Murchison,131.22,0.69,0.69
Y,Y,KJG2-431,Murchison,131.12,1.58,1.58
Y,Y,Feb-25-10-2,Indarch,131.1,1.66,1.66
Y,Y,M8-8-14,Murchison,131.06,2.73,2.62
Y,Y,M7@7_6_1_mg_14,Murchison ,130.86,1.26,1.26
Y,Y,KJE463,Murchison,130.7,5.0,5.0
Z,Z,M7b@3_13_1_mg_3,Murchison ,130.61,2.82,2.82
X,X,M7b@2_10_1_mg_2 (M7-X18),Murchison ,130.59,2.02,2.02
Y,Y,KJG2-233,Murchison,130.48,2.46,2.46
X,X,KJE-a2-45-9,Murchison,129.64,0.76,0.76
X,X,M26a-191-9,Murchison,129.59,7.25,6.52
Y,Y,KJB2-3-16-10,Murchison,129.59,6.85,6.85
U,C,SiC-6,Murchison,129,5,5
Y,Y,M10-10-42,Murchison,128.93,1.51,1.47
Y,Y,M8-8-16,Murchison,128.63,5.79,5.32
Y,Y,KJB2-14-28-3,Murchison,128.52,3.22,3.22
Y,Y,KJGN10-43-2,Murchison,128.43,0.92,0.92
Y,Y,KJA1-4-23-2,Murchison,128.37,4.48,4.48
Y,Y,KJB2-8-1-3,Murchison,128.06,3.02,3.02
X,X,X2 (WF_2#1.8),Murchison ,128.0,2.1,2.1
Y,Y,KJE127,Murchison,127.9,4.9,4.9
Y,Y,M08-338-2,Murchison,127.5,1.5,1.5
Y,Y,KJA1-2-16-3,Murchison,127.42,5.40,5.40
Y,Y,M7b@1_11_1_mg_13,Murchison ,127.33,2.00,2.00
Y,Y,KJA1-5-1-1,Murchison,127.32,4.21,4.21
Y,Y,KJE047,Murchison,127.2,5.4,5.4
X,X,KJG-185-1,Murchison,127.1,0.5,0.5
Y,Y,KJGM4C-192-2,Murchison,127,2,2
Y,Y,KJA1-8-21-2,Murchison,126.79,5.42,5.42
Y,Y,B39,Bishunpur,126.7,7.0,7.0
X,X,KJGM4-10-2,Murchison,126.6,1.5,1.5
Y,Y,WF_5#6.12,Murchison ,126.20,4.92,4.92
Y,Y,KJE769,Murchison,126.1,8.3,8.3
Y,Y,M7b@1_6_1_mg_3,Murchison ,125.97,3.02,3.02
Y,Y,M7b@3_29_1_mg_12,Murchison ,125.74,5.47,5.47
Y,Y,M7b@2_18_1_mg_6,Murchison ,125.48,4.04,4.04
Y,Y,WF_6#3.11,Murchison ,125.30,1.68,1.68
Y,Y,M7b@2_13_1_mg_3,Murchison ,125.23,5.11,5.11
Y,Y,Muri11B-384-9,Murchison,125.17,6.80,6.13
Y,Y,KJGM1-293-7,Murchison,125,4,4
Y,Y,I57,Inman,124.6,2.9,2.9
X,X,KJGM4C-126-1,Murchison,124.59,1.86,1.86
Y,Y,KJC083,Murchison,124.1,34.8,22.3
Y,Y,KJG2-142,Murchison,124.01,2.02,2.02
Y,Y,Org-475,Orgueil,124.0,6.5,6.5
Y,Y,KJGM4C-344-2,Murchison,124,3,3
Y,Y,M1Nc-b,GRV 021710,124,5,5
Y,Y,M7@4_1_1_mg_3,Murchison ,123.95,1.65,1.65
Y,Y,M7b@3_62_1_mg_2,Murchison ,123.92,6.32,6.32
Y,Y,M7b@2_62_1_mg_5,Murchison ,123.79,6.38,6.38
Y,Y,KJE-a2-2-18,Murchison,123.70,0.99,0.99
Y,Y,KJE-a2-39-14,Murchison,123.70,0.99,0.99
Y,Y,region5p1_19_1_9,Indarch,123.4,1.4,1.4
X,X,KJG6L-151-20,Murchison,123.3,2.4,2.3
Y,Y,Feb-25-6-2,Indarch,123.2,1.3,1.3
Y,Y,KJC169,Murchison,123.1,19.8,15.0
Z,Z,KJE4-94-2,Murchison,123,6,6
Y,Y,KJGM1-189-1,Murchison,123,2,2
Y,Y,KJGM4C-161-1,Murchison,123,2,2
Y,Y,M8-8-1,Murchison,122.95,2.38,2.29
Y,Y,KJE-a1-6-2,Murchison,122.91,0.89,0.89
X,X,KJE091,Murchison,122.6,8.6,8.6
Y,Y,M7b@2_4_1_mg_1,Murchison ,122.30,3.79,3.79
Y,Y,region5p1_35_1_4,Indarch,122.2,1.8,1.8
Y,Y,M7@12_2_1_mg_10,Murchison ,122.18,0.93,0.93
Y,Y,KJE-a2-22-5,Murchison,122.12,1.07,1.07
Y,Y,KJGM4C-4-2,Murchison,122,3,3
Y,Y,LU-23,Murchison,122.0,0.6,0.6
Y,Y,Feb-25-23-14,Indarch,121.9,1.57,1.57
Y,Y,region3_5_1_1,Indarch,121.9,0.7,0.7
Y,Y,KJB2-3-17-4,Murchison,121.89,7.68,7.68
Y,Y,LS+LU-JA-34,Murchison,121.8,0.9,0.9
X,X,region2_21_1_6,Indarch,121.1,0.8,0.8
Y,Y,M7b@1_8_1_mg_4,Murchison ,121.06,3.13,3.13
Y,Y,WF_3#15.5,Murchison ,121.02,3.19,3.19
Y,Y,M7b@1_10_1_mg_3,Murchison ,120.91,5.04,5.04
Y,Y,M7@14_72_1_mg_4,Murchison ,120.85,2.71,2.71
Y,Y,T25,Tieschitz,120.8,8.2,8.2
Y,Y,WF_5#6.4,Murchison ,120.79,22.92,22.92
Y,Y,region4again_12_1_9,Indarch,120.7,1.2,1.2
X,X,KJGM4-74-5,Murchison,120.5,10.8,9.2
Y,Y,Org-400,Orgueil,120,1,1
Y,Y,M7@4_1_1_mg_2,Murchison ,119.76,0.89,0.89
Y,Y,KJE-a1-5-23,Murchison,119.75,0.63,0.63
Y,Y,KJG2-067,Murchison,119.69,1.23,1.23
Y,Y,M26a-45-3,Murchison,119.56,3.46,3.27
X,X,M7@11_11_1_mg_4 (M7-X1),Murchison ,119.54,1.60,1.60
Y,Y,region2_7_1_13,Indarch,119.5,1.1,1.1
Y,Y,KJA1-2-9-4,Murchison,119.47,6.30,6.30
X,X,KJGM2-105-14,Murchison,119.4,2.0,1.9
Y,Y,M7@14_61_1_mg_13,Murchison ,119.37,2.88,2.88
X,X,KJGM4-59-4,Murchison,119.3,2.1,2.0
Y,Y,Muri11B-97-3,Murchison,119.32,2.45,2.35
Y,Y,KJB2-11-15-8,Murchison,119.15,2.76,2.76
Y,Y,KJGM1-343-4,Murchison,119,2,2
X,X,5B-396-3,Qingzhen,119,2,2
Y,Y,KJE168,Murchison,119.0,9.3,9.3
Y,Y,M26a-278-7,Murchison,118.63,8.94,7.77
Y,Y,KJE-a2-20-3,Murchison,118.56,0.87,0.87
Y,Y,KJE023,Murchison,118.5,6.7,6.7
Y,Y,M26a-58-5,Murchison,118.41,18.85,14.30
Y,Y,region5p1_22_1_5,Indarch,118.3,0.8,0.8
U,U,M26a-454-3,Murchison,118.29,3.12,2.97
Y,Y,Oct-16-4-6,Indarch,118.2,1.8,1.8
Y,Y,M7@7_3_1_mg_11,Murchison ,118.05,1.54,1.54
Y,Y,KJGM4C-60-6,Murchison,118,3,3
Y,Y,KJGN10-66-1,Murchison,117.97,0.84,0.84
X,X,M7b@2_1_1_mg_9,Murchison ,117.92,1.91,1.91
Y,Y,KJA1-3-7-10,Murchison,117.91,5.00,5.00
Y,Y,M7b@3_23_1_mg_5,Murchison ,117.89,3.29,3.29
Y,Y,KJA1-5-7-1,Murchison,117.46,3.25,3.25
Y,Y,M7@9_1_1_mg_3,Murchison ,117.42,2.07,2.07
Y,Y,KJB2-13-33-8,Murchison,117.41,3.34,3.34
Y,Y,Oct-17-4-8,Indarch,117.4,2.3,2.3
Y,Y,KJE-a1-5-14,Murchison,117.28,0.63,0.63
Y,Y,Oct-17-16-3,Indarch,117.2,3.8,3.8
X,X,KJGM4-256-5,Murchison,117.2,1.6,1.5
Y,Y,KJE011,Murchison,117.2,14.5,14.5
Y,Y,KJH7-561,Murchison,117.12,2.72,2.72
Y,Y,M7b@2_2_1_mg_7,Murchison ,117.09,1.51,1.51
X,X,5B-45-11,Qingzhen,117,5,5
Y,Y,M42-227-1,Murchison,116.80,2.49,2.39
Y,Y,Oct-17-14-12,Indarch,116.7,2.8,2.8
X,X,M08-70-1,Murchison,116.7,0.8,0.8
Y,Y,Muri11B-353-4,Murchison,116.43,3.57,3.36
Y,Y,M7b@1_6_1_mg_2,Murchison ,116.38,3.85,3.85
Y,Y,WF_3#20.3,Murchison ,116.37,1.66,1.66
Y,Y,WF_6#13.2,Murchison ,116.36,1.93,1.93
Y,Y,M42-255-3,Murchison,116.35,5.93,5.38
Y,Y,IH6-12-2,Indarch,116.3,0.9,0.9
Y,Y,KJB2-13-10-6,Murchison,116.26,1,1
Y,Y,KJB2-11-23-4,Murchison,116.16,2.04,2.04
Y,Y,Oct-16-9-17,Indarch,116.1,1.8,1.8
Y,Y,LS+LU-JA-47,Murchison,116.1,1.0,1.0
Y,Y,KJE-a2-25-3,Murchison,115.99,0.75,0.75
Y,Y,WF_4#10.3,Murchison ,115.98,3.02,3.02
Y,Y,KJB2-11-8-8,Murchison,115.87,2.18,2.18
Y,Y,M7@9_9_1_mg_6,Murchison ,115.78,1.20,1.20
Z,Z,M7@14_10_1_mg_7,Murchison ,115.78,2.22,2.22
Y,Y,WF_6#21.3,Murchison ,115.77,1.79,1.79
Y,Y,KJE-a2-1-3,Murchison,115.69,0.71,0.71
X,X,KJGL1-340-2,Murchison,115.6,3.9,3.7
Y,Y,KJA1-6-15-3,Murchison,115.52,6.13,6.13
Y,Y,M33-91-20,Murchison,115.51,10.81,9.11
Y,Y,KJB2-7-1-3,Murchison,115.43,3.17,3.17
U,Y,KJE-a1-16-11,Murchison,115.40,0.66,0.66
Y,Y,KJE-a1-38-1,Murchison,115.40,0.62,0.62
Y,Y,M08-4,Murchison,115.1,0.9,0.9
Y,Y,B10,Bishunpur,115.0,7.9,7.9
Y,Y,Org-492,Orgueil,115.0,1.5,1.5
Y,Y,KJGM1-444-1,Murchison,115,3,3
Y,Y,KJGM4C-70-4,Murchison,115,2,2
Y,Y,M33b-75-5,Murchison,114.91,23.08,16.47
Y,Y,region3_16_1_18,Indarch,114.9,1.1,1.1
Y,Y,KJE361,Murchison,114.8,2.4,2.4
Y,Y,M7@8_1_1_mg_1,Murchison ,114.80,1.14,1.14
Y,Y,M7b@3_64_1_mg_1,Murchison ,114.69,0.67,0.67
Y,Y,M7b@1_10_1_mg_36,Murchison ,114.67,3.01,3.01
Y,Y,M7b@3_38_1_mg_2,Murchison ,114.41,1.86,1.86
X,X,KJGM2-67-17,Murchison,114.3,1.7,1.7
X,X,KJGL1-290-7,Murchison,114.3,4.2,3.9
Y,Y,M33b-183-1,Murchison,114.22,2.54,2.43
X,X,X1 (WF_1#6.5),Murchison ,114.2,1.6,1.6
Y,Y,WF_6#2.11,Murchison ,113.89,13.97,13.97
Y,Y,M7b@2_3_1_mg_1,Murchison ,113.66,2.79,2.79
Y,Y,Muri11B-125-2,Murchison,113.56,7.48,6.61
Y,Y,KJB2-8-8-5,Murchison,113.45,2.09,2.09
Y,Y,KJE-a2-68-4,Murchison,113.42,0.85,0.85
Y,Y,KJA1-8-5-1,Murchison,113.35,15.39,15.39
X,X,M7@8_8_1_mg_34,Murchison ,113.20,1.26,1.26
Y,Y,M33-95-12,Murchison,113.12,10.25,8.68
Y,Y,KJB2-D-1,Murchison,113.11,9.83,9.83
Y,Y,M7b@2_62_1_mg_2,Murchison ,113.11,5.70,5.70
X,X,5B-276-2,Qingzhen,113,2,2
Y,M,SiC253,Murray,113.0,2.3,2.3
Y,Y,KJA1-4-7-9,Murchison,112.76,4.61,4.61
Y,Y,KJA1-4-29-1,Murchison,112.74,4.98,4.98
X,X,KJE20,Murchison,113,7,6
Y,Y,KJGN10-65-4,Murchison,112.65,0.81,0.81
Y,Y,KJE-a1-18-4,Murchison,112.53,0.80,0.80
Y,M,KJC108,Murchison,112.5,37.6,22.5
Y,Y,KJG4-#0303,Murchison,112.44,3.80,3.80
Y,Y,KJE653,Murchison,112.2,3.4,3.4
Y,Y,Feb-25-19-7,Indarch,112.2,1.6,1.6
Y,Y,Feb-25-19-8,Indarch,112.2,1.05,1.05
Y,Y,M7@4_3_1_mg_11,Murchison ,112.15,0.89,0.89
Y,Y,KJA1-4-29-3,Murchison,112.04,3.85,3.85
Y,M,KJE130,Murchison,112.0,27.3,27.3
Y,Y,KJGM4C-261-2,Murchison,112,3,3
Y,Y,M4B-3c,GRV 021710,112,1,1
X,X,M7b@3_34_1_mg_13,Murchison ,112.00,3.13,3.13
