Type,carbon_isotopes,silicon_isotopes
M,53.29,39
M,53.29,65
M,53.30,85
M,53.30,25
M,53.3,-4
M,53.3,25
M,53.3,79
M,53.30,9
M,53.31,46
M,53.31,97
M,53.31,101
M,53.32,7
M,53.3,22.5
M,53.3,114
M,53.33,14
M,53.34,115
M,53.34,144
M,53.34,27
M,53.35,46
M,53.36,91.91
M,53.36,-14
M,53.36,126
M,53.37,39
M,53.4,42.0
M,53.37,-30
M,53.37,56
M,53.37,72
M,53.37,74
M,53.38,47
M,53.38,96
M,53.39,19
M,53.39,61
M,53.39,-50
M,53.39,30
M,53.4,44.1
M,53.39,65
M,53.40,36
Z,53.4,-26
M,53.4,34
M,53.4,41.9
M,53.40,-56
M,53.40,32
M,53.40,-33
M,53.40,23
M,53.40,49
M,53.41,121
M,53.43,29
M,53.43,37
M,53.4,47.9
M,53.43,-13
M,53.45,115
M,53.45,13
M,53.45,71
M,53.45,14
M,53.5,20.1
M,53.46,56
M,53.46,76
M,53.47,19
M,53.47,15
M,53.47,50
M,53.47,98
M,53.5,47.1
M,53.48,42
M,53.48,29
M,53.48,35
M,53.49,-2
M,53.49,87
M,53.49,-30
M,53.49,111
M,53.50,27
M,53.50,25
M,53.5,102
M,53.5,110.0
M,53.51,39
M,53.51,56
M,53.51,73
M,53.51,56
M,53.51,7
M,53.52,36
M,53.52,31
M,53.52,33
M,53.52,29
M,53.53,-12
M,53.53,69
M,53.53,60
M,53.54,6
M,53.54,56
M,53.55,26
M,53.55,49
M,53.55,114
M,53.55,8
M,53.55,83
M,53.56,-12
M,53.56,86
M,53.57,35
Z,53.57,-172
M,53.58,71
M,53.58,51
M,53.6,127.4
M,53.59,57
M,53.60,12
M,53.60,44
M,53.61,1
M,53.61,57
M,53.61,82
M,53.62,84
M,53.62,78
Z,53.62,-16
M,53.63,14
M,53.64,29
M,53.64,23
M,53.64,116
M,53.64,72
M,53.65,101
M,53.65,15
M,53.66,23
M,53.66,66
M,53.66,23
M,53.66,40
M,53.66,49
M,53.68,26
M,53.68,75
M,53.7,16.8
M,53.69,87
M,53.69,104
M,53.7,78
M,53.7,155
M,53.70,18
M,53.70,40
M,53.70,71
M,53.70,76
M,53.71,15
M,53.7,-8.6
M,53.71,50
M,53.71,64
M,53.71,112
M,53.72,3
M,53.73,6
M,53.73,28
M,53.73,36
M,53.73,46
M,53.73,32
M,53.74,37
M,53.74,52
M,53.74,86
M,53.7,59.0
M,53.74,37
M,53.7,99.3
M,53.75,38
M,53.75,84
M,53.76,28
M,53.76,10
M,53.76,50
M,53.76,-8
M,53.76,89
M,53.77,62
M,53.77,46
M,53.77,116
M,53.78,116
M,53.79,18
M,53.79,43
M,53.79,58
M,53.80,54
M,53.80,29
M,53.8,33
M,53.8,36
M,53.8,39
M,53.81,39
M,53.81,28
M,53.82,54
M,53.82,23
M,53.82,58
M,53.82,70
M,53.83,16
M,53.83,18
M,53.84,-19
M,53.84,1
M,53.85,2
M,53.85,28
M,53.85,28
M,53.9,57.1
M,53.86,28
M,53.87,22
M,53.87,56
M,53.87,62
M,53.88,56
M,53.88,38
M,53.89,47
M,53.89,32
M,53.90,53
M,53.90,28
X,53.9,-462
M,53.9,17.9
M,53.9,36
M,53.91,98
M,53.91,45
M,53.91,67
M,53.91,84
M,53.92,24
M,53.93,80
M,53.93,77
M,53.9,95.9
Z,53.94,-78
M,53.94,9
M,53.94,47
M,53.94,51
M,53.95,-43
M,53.95,55
Z,53.95,-11
M,53.96,18
M,53.96,72
M,53.97,-13
M,53.97,79
M,53.97,-89
M,53.97,-5
M,53.98,-9
M,53.98,52
M,53.98,69
M,53.98,20
M,54.0,42.6
M,53.99,27
M,53.99,-7
M,53.99,52
M,53.99,57
M,54.00,37
Z,54,-81
M,54,-9
M,54,22
M,54,31.7
M,54,54
M,54.00,23
M,54.01,-22
M,54.01,126
M,54.01,76
M,54.01,112
M,54.03,34
M,54.03,75
M,54.03,62
Z,54.03,-81
M,54.04,32
M,54.04,73
M,54.05,48
M,54.05,40
M,54.06,13
M,54.07,27
M,54.07,88
M,54.08,84
M,54.08,75
M,54.08,116
M,54.08,13
M,54.08,110
M,54.08,55
M,54.09,37
M,54.09,45
M,54.09,42
M,54.10,64
M,54.1,70
M,54.10,38
M,54.10,63
M,54.11,89
M,54.12,14
M,54.12,36
M,54.12,92
M,54.12,22
M,54.12,-18
Z,54.13,30
M,54.13,90
M,54.1,53.2
M,54.13,50
M,54.14,101
M,54.14,41
M,54.14,34
M,54.16,48
M,54.16,61
M,54.16,29
M,54.16,62
M,54.17,4
Z,54.17,-87
M,54.17,-9
M,54.17,49
M,54.17,19
M,54.18,28
M,54.18,10
M,54.18,62
M,54.19,83
M,54.19,47
M,54.19,29
M,54.20,19
M,54.20,112
M,54.20,30
M,54.2,2
M,54.2,103
M,54.2,114
M,54.21,48
M,54.21,70
M,54.21,8
M,54.21,35
M,54.22,15
M,54.22,119
M,54.22,64
M,54.22,68
M,54.22,50
M,54.2,65.1
M,54.23,46
M,54.23,49
M,54.23,83
M,54.24,54
M,54.24,71
M,54.24,67
M,54.24,10
M,54.24,43
M,54.24,49
M,54.24,58
M,54.24,94
M,54.24,99
M,54.25,6
M,54.25,8
M,54.25,50
M,54.25,76
M,54.25,58
M,54.3,7.0
M,54.26,107
M,54.26,71
M,54.3,114.0
M,54.26,91
M,54.28,34
M,54.28,91
M,54.29,27
M,54.29,35
M,54.29,40
M,54.30,-12
M,54.3,99
M,54.31,-15
M,54.31,5
M,54.31,70
M,54.3,81
M,54.32,61
M,54.32,23
M,54.33,84
M,54.3,43.6
M,54.33,29
M,54.33,23
M,54.33,115
M,54.33,-11
M,54.33,34
M,54.33,23
M,54.33,17
Z,54.34,-14
M,54.34,47
M,54.34,65
M,54.35,26
M,54.35,21
M,54.35,77
M,54.35,3
M,54.35,87
Z,54.35,-37
M,54.36,81
M,54.36,-7
M,54.36,-27
M,54.37,50
M,54.37,73
M,54.38,53
M,54.38,83
M,54.38,119
M,54.38,60
M,54.38,10
M,54.39,63
M,54.39,0
M,54.39,49
M,54.39,47
M,54.40,13
M,54.40,64
M,54.40,5
M,54.40,18
M,54.4,0.9
M,54.41,65
M,54.42,8
M,54.42,62
M,54.42,1
M,54.43,4
M,54.43,10
M,54.44,63
Z,54.44,-85
M,54.44,87
M,54.45,54
M,54.45,73
M,54.45,60
M,54.46,57
M,54.46,28
M,54.47,64
M,54.47,91
M,54.47,17
M,54.47,4
M,54.47,4
M,54.47,47
M,54.48,24
M,54.49,91
M,54.49,4
M,54.49,35
Z,54.49,14
M,54.49,89
M,54.49,72
M,54.50,20
M,54.50,48
M,54.50,50
M,54.51,6
M,54.52,14
M,54.53,22
M,54.53,82
M,54.53,34
M,54.53,63
M,54.55,58
M,54.55,53
M,54.55,92
M,54.56,33
M,54.56,53
M,54.56,50
M,54.56,84
M,54.56,18
Z,54.56,-18
M,54.57,-24
M,54.57,2
M,54.57,28
M,54.57,86.4
M,54.58,18
M,54.58,102
M,54.58,88
M,54.58,94
M,54.58,31
M,54.59,46
M,54.59,26
M,54.60,32
M,54.6,50
M,54.60,30
M,54.60,79
M,54.60,50
M,54.60,33
M,54.61,38
M,54.61,36
M,54.62,13
M,54.62,-5
M,54.62,20
M,54.6,9.9
M,54.62,-10
M,54.62,34
M,54.62,65
M,54.62,70
M,54.6,62.8
M,54.63,56
Z,54.64,-55
M,54.64,124
Z,54.65,25
M,54.65,49
M,54.65,16
M,54.65,-73
Z,54.65,-131
M,54.66,55
M,54.67,55
M,54.67,20
M,54.68,18
M,54.68,56
M,54.69,-84
Z,54.69,-47
M,54.69,57
M,54.69,62
M,54.70,39
M,54.70,46
Z,54.7,-116
M,54.7,-9
M,54.7,29
M,54.71,10
M,54.71,13
M,54.72,50
M,54.72,-21
M,54.72,37
M,54.72,-8
M,54.73,89
M,54.73,39
Z,54.73,0
M,54.74,64
M,54.74,66
M,54.75,56
M,54.75,-30
M,54.75,96
M,54.76,23
M,54.77,11
Z,54.78,-12
M,54.78,20
M,54.79,18
M,54.79,82
M,54.79,18
M,54.79,-39
M,54.79,-7
Z,54.8,-71
M,54.8,-52.8
M,54.8,17
M,54.8,57
M,54.80,46
M,54.80,29
M,54.80,93
M,54.81,-21
M,54.81,10
M,54.81,51
M,54.81,53
M,54.82,21
Z,54.82,-23
M,54.82,32
M,54.82,114
M,54.82,14
M,54.83,60
M,54.83,29
M,54.83,8
M,54.83,63
M,54.84,1
M,54.84,16
M,54.84,43
M,54.84,34
M,54.85,19
M,54.85,-23
M,54.85,-13
M,54.86,33
M,54.86,8
M,54.86,72
M,54.86,8
M,54.86,64
M,54.87,28
M,54.87,84
M,54.87,78
M,54.87,-22
M,54.88,2
M,54.89,94
M,54.89,25
M,54.89,59
M,54.9,26
M,54.9,142
M,54.90,12
M,54.91,53
M,54.91,125
M,54.91,30
M,54.91,-8
M,54.93,11
M,54.94,28
M,54.94,87
M,54.94,31
Z,54.94,-37
M,54.94,70
M,54.95,14
M,54.95,58
M,54.95,3
M,54.95,57
M,54.95,38
M,54.96,34
M,54.96,56
M,54.96,32
M,54.96,37
M,54.97,57
M,55.0,107
M,54.97,78
M,54.98,18
M,54.99,18
Z,54.99,-28
Z,54.99,-57
M,54.99,68
M,54.99,142
M,55.00,45
M,55.00,38
M,55.00,61
M,55.01,132
M,55.02,64
M,55.02,-1
M,55.03,35
M,55.04,-42
M,55.04,98
M,55.05,43
M,55.06,78
M,55.06,72
M,55.06,-2
M,55.06,21
Z,55.07,-18
M,55.07,31
M,55.07,42
M,55.1,99.7
M,55.07,72
M,55.08,-10
M,55.09,59
M,55.09,88
M,55.10,23
M,55.1,47
M,55.1,50
M,55.10,86.6
M,55.10,96
M,55.11,74
M,55.12,50
M,55.12,92
M,55.12,79
M,55.12,58
M,55.12,77
M,55.13,15
M,55.13,76
M,55.13,86
M,55.1,49.1
M,55.13,61
M,55.14,41
M,55.14,19
M,55.15,-2
M,55.15,6
M,55.15,74
M,55.17,50
M,55.17,36
M,55.17,-11
M,55.17,22
M,55.17,7
M,55.2,27.2
M,55.18,2
M,55.19,45
M,55.19,65
M,55.19,85
M,55.19,-4
M,55.2,21.2
M,55.20,33
Z,55.2,-22
M,55.2,47.1
M,55.2,53
M,55.2,77.3
M,55.20,85
M,55.21,73
M,55.21,44
M,55.21,28
M,55.22,25
M,55.22,25
M,55.22,23
M,55.22,35
M,55.22,65
M,55.22,85
M,55.23,31
M,55.23,1
M,55.23,77
M,55.24,60
M,55.24,37
M,55.25,100
M,55.25,106
M,55.25,49
M,55.25,59
U,55.26,-78
M,55.26,50
M,55.27,96
M,55.28,-5
M,55.28,4
M,55.28,16
M,55.28,74
Z,55.29,-61
M,55.29,7
M,55.29,9
M,55.29,52
M,55.29,78
M,55.29,85
M,55.29,75
M,55.29,46
M,55.29,88
M,55.29,8
Z,55.3,-90.3
M,55.30,14.2
M,55.3,25
M,55.3,39
M,55.3,39.5
M,55.30,60
M,55.31,4
M,55.31,57
M,55.32,7
M,55.3,59.7
M,55.33,86
M,55.33,82.19
M,55.33,49
M,55.33,14
M,55.34,30
M,55.34,18
M,55.35,40
M,55.35,58
M,55.35,33
M,55.36,99
M,55.4,32.7
M,55.36,79
M,55.37,34
M,55.4,66.5
M,55.38,50
M,55.38,28
Z,55.38,-72
M,55.38,93
M,55.38,94
M,55.38,72
M,55.39,43
M,55.39,127
M,55.39,24
M,55.39,72
M,55.39,52
M,55.40,66
M,55.40,85
M,55.40,54
M,55.4,19
M,55.41,-45
M,55.41,-39
M,55.41,92
M,55.42,24
M,55.42,42
M,55.43,22
M,55.43,5
M,55.43,48
M,55.44,82
M,55.44,10
M,55.44,84
M,55.44,120
M,55.44,75
M,55.45,44
M,55.45,5
M,55.46,34
M,55.47,-4
M,55.47,16
M,55.47,44
M,55.47,-15
M,55.47,-10
M,55.48,113
M,55.48,68
M,55.50,57
M,55.5,72
M,55.51,50
M,55.51,-58
M,55.51,-28
M,55.51,31
M,55.52,76
M,55.52,102
M,55.52,57
M,55.53,33
M,55.53,-19
M,55.53,32
M,55.54,35
M,55.54,57
M,55.54,-6
M,55.54,36
M,55.54,45
M,55.54,65
M,55.54,111
M,55.54,-8
M,55.55,38
M,55.56,19
M,55.56,21
M,55.57,192
M,55.57,56
M,55.57,72
M,55.57,82
M,55.59,128
M,55.59,69
M,55.59,21
M,55.59,9
M,55.59,-5
M,55.60,28
M,55.60,0
M,55.6,-51
M,55.60,108
M,55.61,28
M,55.61,69
M,55.61,89
M,55.61,-2
M,55.61,-19
M,55.61,-1
M,55.61,75
M,55.62,-54
M,55.62,11
M,55.62,29
M,55.62,33
M,55.63,98
M,55.63,50
Z,55.64,-46
M,55.64,91
Z,55.64,-14
M,55.64,49
M,55.65,3
M,55.65,-34
M,55.65,4
M,55.66,47
M,55.67,-115
M,55.67,68
M,55.67,-16
M,55.67,-14
M,55.67,32
M,55.67,34
M,55.68,40
M,55.68,83
M,55.68,31
M,55.68,-22
M,55.68,52
M,55.68,27
M,55.69,67
M,55.70,-11
M,55.7,15
M,55.7,70
M,55.7,88
M,55.70,24
M,55.70,32
Z,55.71,-11
M,55.71,49
M,55.71,-20
M,55.71,23
M,55.71,73
M,55.71,-1
M,55.72,16
M,55.72,47
M,55.73,38
M,55.74,3
M,55.74,83
M,55.74,35
M,55.75,44
M,55.75,-30
M,55.75,126
M,55.75,21
M,55.75,14
M,55.75,44
M,55.75,77
M,55.76,-25
Z,55.76,-59
M,55.77,70
M,55.77,-3
M,55.77,103
M,55.77,26
Z,55.77,-55
M,55.77,57
M,55.78,87
M,55.79,55
M,55.80,0.7
M,55.8,32
M,55.8,57
M,55.80,84
M,55.80,100
M,55.80,31
M,55.80,54
M,55.81,40
M,55.8,114.3
M,55.81,94
M,55.81,41
M,55.82,1
M,55.83,49
M,55.8,46.7
M,55.83,56
M,55.84,31
M,55.84,35
M,55.85,31
M,55.85,-13
M,55.85,84
Z,55.86,-14
M,55.86,101
M,55.86,40
M,55.87,24
M,55.87,18
M,55.87,61
M,55.87,33
M,55.88,1
M,55.89,29
M,55.89,34
M,55.90,22
M,55.90,49
M,55.90,69
M,55.90,83
M,55.9,-7
M,55.9,72
M,55.9,80
M,55.9,113.6
M,55.91,90
M,55.91,47
M,55.92,41
M,55.93,-8
M,55.93,63
M,55.94,-4
M,55.9,90.3
M,55.9,96.8
M,55.94,5
M,55.95,96
M,55.95,83
M,55.96,26
M,55.96,27
M,55.96,4
M,55.96,72
M,55.97,29
M,55.97,39
M,55.97,-11
M,55.97,77
M,55.98,14
M,55.99,-13
M,55.99,60
Z,55.99,-23
M,55.99,113
M,55.99,31
M,56.00,28
M,56.00,43
M,56,29
M,56,48
M,56,65
M,56,68
M,56,92
M,56.00,98.5
M,56.00,67
M,56.01,45
M,56.01,28
M,56.01,12
M,56.02,82
M,56.0,110.2
M,56.02,15
M,56.03,79
Z,56.03,-108
M,56.03,27
M,56.03,41
M,56.03,74
M,56.03,94
M,56.03,19
M,56.04,-10
M,56.04,84
M,56.04,-23
Z,56.05,-45
M,56.05,117
M,56.05,59
M,56.05,25
M,56.06,35
M,56.06,19
M,56.06,57
M,56.06,36
M,56.07,20
M,56.07,23
M,56.07,54
M,56.07,62
M,56.07,70
M,56.07,29
M,56.08,5
M,56.1,-2.0
M,56.09,34
M,56.09,-27
M,56.09,99
M,56.10,36
M,56.10,69
M,56.10,62.0
M,56.1,99
M,56.10,-3
M,56.10,-18
M,56.11,36
M,56.1,69.9
Z,56.11,24
M,56.11,6
M,56.12,2
M,56.12,56
M,56.13,77
M,56.13,67
M,56.13,102
M,56.13,50
M,56.13,15
M,56.13,38
M,56.14,-16
M,56.14,24
M,56.15,23
M,56.16,26
M,56.16,-2
M,56.16,33
M,56.17,44
M,56.17,-3
M,56.17,54
M,56.18,47
M,56.18,47
M,56.18,-48
M,56.19,33
M,56.19,40
M,56.19,36
M,56.19,34
M,56.19,-7
M,56.19,53
M,56.20,84
M,56.20,91
M,56.2,55.5
M,56.2,-10.7
Z,56.2,20
M,56.2,55
M,56.20,7
M,56.21,55
M,56.22,37
M,56.22,42
M,56.22,102
M,56.22,16
M,56.23,50
M,56.24,68
M,56.24,65
M,56.24,46
M,56.24,-10
M,56.25,115
M,56.25,-11
M,56.26,8
M,56.26,-14
M,56.26,76
M,56.26,23
M,56.27,20
M,56.27,-10
M,56.27,-28
M,56.27,75
M,56.28,18
M,56.28,36
M,56.28,42
M,56.28,27
M,56.28,9
M,56.29,89
M,56.29,29
M,56.29,-44
M,56.29,45
M,56.30,71
M,56.30,110
M,56.3,40
M,56.3,104
M,56.30,19
M,56.30,74
M,56.30,79
M,56.31,-10
M,56.31,64
M,56.32,36
M,56.32,28
M,56.33,62
M,56.33,24
M,56.33,79
M,56.33,47
Z,56.33,-21
M,56.34,61
M,56.34,-4
M,56.34,13
Z,56.35,-57
M,56.35,47
M,56.35,87
M,56.35,79
M,56.36,19
M,56.36,-85
M,56.36,35
M,56.36,44
M,56.36,45
M,56.37,-20
Z,56.37,-84
M,56.38,24
M,56.39,98
M,56.39,79
M,56.4,21
M,56.4,44
M,56.40,69.1
M,56.4,80
M,56.40,63
M,56.4,64.5
M,56.41,48
M,56.41,61
M,56.42,45
M,56.43,85
M,56.43,-40
M,56.43,56
M,56.43,71
M,56.43,52
M,56.45,-6
M,56.45,39.32
M,56.46,-48
M,56.46,-14
M,56.46,49
M,56.5,80.2
M,56.46,7
M,56.46,1
M,56.47,20
M,56.48,20
M,56.48,0
Z,56.48,-64
M,56.49,32
M,56.49,6
M,56.49,5
M,56.49,43
M,56.5,-54
Z,56.5,-49.3
M,56.5,120
M,56.50,33
M,56.5,20.8
M,56.52,-7
M,56.52,-12
M,56.52,31
M,56.53,59
M,56.53,64
M,56.54,91
M,56.54,40
M,56.54,38
M,56.55,8
M,56.55,40
M,56.56,26
M,56.56,58
M,56.56,93
M,56.6,57.9
M,56.57,39
M,56.58,87.14
M,56.58,6
M,56.59,36
M,56.59,21
M,56.6,35.2
M,56.59,65
M,56.61,33
M,56.61,36
M,56.61,44
M,56.61,-15
M,56.61,-8
M,56.62,23
M,56.62,22
M,56.63,7
Z,56.63,-80
M,56.63,45
M,56.63,45
M,56.63,51
M,56.63,76
M,56.65,9
M,56.65,19
M,56.65,16
M,56.65,73
M,56.7,26.1
M,56.66,14
M,56.66,14
M,56.66,37
M,56.66,30
M,56.67,21
M,56.67,2
M,56.67,108
M,56.68,57
M,56.68,30
M,56.68,38
M,56.69,63
M,56.69,26
M,56.69,77
M,56.69,56
M,56.69,14
M,56.69,20
M,56.69,40
M,56.70,57
M,56.70,82
M,56.70,26
Z,56.7,-69
M,56.7,7
M,56.7,57
M,56.7,30.0
M,56.71,12
M,56.7,24.8
M,56.72,50
M,56.73,10
M,56.73,69
M,56.73,-45
M,56.73,72
M,56.74,35
M,56.74,101
M,56.74,23
M,56.74,35
M,56.75,76
M,56.75,84
M,56.75,30
M,56.76,82
M,56.76,-47
M,56.76,10
M,56.76,42
M,56.76,66
M,56.76,18
M,56.76,35
M,56.77,55
M,56.78,64
M,56.79,16
M,56.79,32
M,56.80,-15
M,56.80,12
M,56.80,-22
Z,56.8,-93
M,56.8,-11
M,56.80,25
M,56.81,27
M,56.81,12
M,56.81,49
M,56.81,94
M,56.82,65
M,56.82,115
M,56.82,27
M,56.82,-3
M,56.83,30
M,56.83,70
M,56.83,20
M,56.83,46
Z,56.83,-78
Z,56.8,-131.3
M,56.83,35
M,56.83,49
M,56.84,32
M,56.84,-13
M,56.84,32
M,56.84,-4
M,56.84,31
M,56.86,85
M,56.86,29
M,56.87,36
M,56.87,5
M,56.87,151
M,56.87,25
M,56.88,46
M,56.88,21
M,56.89,77
M,56.9,38.0
M,56.89,128
Z,56.90,-100
M,56.90,7
M,56.90,16
X,56.90,-404
M,56.9,38
M,56.90,86.0
M,56.9,101
M,56.9,106
M,56.90,28
M,56.91,118
Z,56.91,-11
M,56.91,39
M,56.92,81
X,56.92,-168
M,56.92,128
M,56.93,49
M,56.93,28
M,56.93,67
M,56.94,56
M,56.94,39
M,56.94,121
M,56.94,9
M,56.94,87
M,56.94,54
M,56.95,163
M,56.95,52
M,56.95,34
M,56.96,53
M,56.96,64
Z,56.96,-57
M,56.96,14
M,56.96,57
M,56.97,79
M,56.97,40
M,56.97,48
M,56.97,66
M,57.0,124.6
M,56.98,23
M,56.98,85
M,56.99,47
M,57.00,93
M,57.00,32
M,57.00,28
Z,57,-106
M,57.00,73
M,57.00,15
M,57.01,68
M,57.01,58
M,57.02,43
M,57.02,9
M,57.02,48
M,57.02,46
M,57.02,29
M,57.03,24
M,57.03,48
M,57.04,64
M,57.06,74
M,57.06,37
M,57.07,38
M,57.07,3
M,57.08,76
M,57.08,98
Z,57.08,-93
M,57.08,52
M,57.08,55
M,57.08,13
M,57.09,-60
M,57.10,17
M,57.10,80
M,57.10,31
M,57.1,26
M,57.1,42
Z,57.10,-135
M,57.10,-67
M,57.10,35
M,57.10,6
M,57.11,-23
M,57.11,17
M,57.11,67
M,57.11,56
M,57.12,7
M,57.12,24
M,57.13,64
M,57.13,50
M,57.1,42.3
M,57.13,5
M,57.14,17
M,57.14,43
M,57.14,87
M,57.15,-37
M,57.15,76
M,57.15,22
M,57.2,60.1
M,57.17,57
M,57.17,40
Z,57.17,-79
M,57.18,16
Z,57.18,-21
M,57.18,92
M,57.20,68
M,57.20,85
M,57.20,30
M,57.20,170.6
M,57.20,49
M,57.20,-11
M,57.20,15
M,57.20,70
M,57.20,84
M,57.20,100
M,57.20,14
M,57.21,18
M,57.21,40
M,57.22,71
M,57.24,73
M,57.24,49
M,57.25,26
M,57.25,48
M,57.25,66
M,57.25,-7
M,57.25,58
M,57.26,80
M,57.3,77.9
M,57.26,74
M,57.27,-16
M,57.27,-1
M,57.27,88
M,57.27,45
M,57.3,81.1
M,57.28,35
M,57.29,-1
M,57.3,-18
Z,57.3,-10
M,57.30,14.2
M,57.3,116.9
M,57.31,-6
M,57.31,7
M,57.31,20
M,57.31,52
M,57.31,87
M,57.31,-22
M,57.31,-4
M,57.31,17
M,57.31,4
M,57.31,81
M,57.32,-37
M,57.32,72
M,57.3,34.8
M,57.34,55
M,57.36,30
M,57.36,107
M,57.37,75.9
M,57.37,-35
M,57.37,68
M,57.38,80
Z,57.38,22
M,57.38,12
M,57.39,-15
M,57.39,46
M,57.39,86
M,57.39,40
M,57.40,61
M,57.40,83
M,57.41,45
M,57.41,72
M,57.41,48
M,57.41,85
M,57.41,-2
M,57.43,62
M,57.43,59
M,57.44,57
M,57.44,68
Z,57.44,-36
M,57.44,-20
M,57.44,29
M,57.44,33
M,57.45,150
M,57.46,64
M,57.47,23.51
M,57.5,9.7
M,57.48,-17
M,57.48,55
M,57.48,74
M,57.48,67
M,57.48,-18
M,57.49,91
Z,57.49,18
Z,57.5,-71.5
M,57.5,-22
M,57.5,6
M,57.5,50
M,57.5,142
M,57.50,88
M,57.51,43
M,57.5,69.8
M,57.5,98.6
M,57.51,35
Z,57.51,-132
M,57.51,38
M,57.52,70
M,57.52,7
M,57.53,87
M,57.53,14
M,57.54,22
M,57.54,92
M,57.55,43
M,57.55,49
M,57.55,59
M,57.55,93
X,57.55,-148
M,57.55,96
Z,57.55,-56
M,57.56,-3
M,57.56,25
M,57.57,99
M,57.58,25
M,57.58,27
M,57.58,1
M,57.58,12
M,57.59,72
M,57.60,66
M,57.6,41
M,57.6,62
M,57.6,65
M,57.6,111
M,57.60,92
M,57.61,20
M,57.61,30
M,57.61,27
M,57.62,6
M,57.62,23
M,57.62,112
M,57.62,61
M,57.62,81
M,57.63,71
M,57.64,55
M,57.6,63.6
M,57.64,-28
M,57.64,91
M,57.6,113.6
M,57.65,22
M,57.65,101
M,57.65,-8
M,57.66,-5
M,57.66,109
M,57.66,64
U,57.67,40
M,57.67,51
M,57.7,128.0
M,57.68,36
M,57.68,-66
M,57.68,23
M,57.69,12
M,57.69,39
M,57.69,13
M,57.70,59
M,57.7,-11
M,57.7,3
M,57.7,21.1
M,57.7,73
M,57.71,12
M,57.72,-24
M,57.73,40
M,57.74,3
M,57.7,51.7
M,57.7,56.7
M,57.74,-20
M,57.75,38
M,57.75,-22
M,57.75,28
M,57.75,81
M,57.75,100
M,57.76,58
M,57.76,0
M,57.76,50
M,57.76,0
M,57.76,13
M,57.78,46
M,57.79,-21
M,57.79,68
M,57.8,36.2
M,57.80,72
M,57.8,-3
M,57.80,-16
M,57.80,69
M,57.81,65
M,57.81,46
Z,57.82,-26
M,57.82,-43
M,57.82,37
M,57.82,48
M,57.82,89
M,57.83,44
M,57.84,26
M,57.84,30
M,57.84,37
M,57.84,31
M,57.84,129
M,57.85,31
M,57.86,9
M,57.86,16
M,57.86,1
M,57.86,9
M,57.9,2.8
M,57.87,100
M,57.87,38
M,57.88,59
M,57.88,27
M,57.88,31
M,57.89,42
M,57.89,78
M,57.89,-7
M,57.89,72
M,57.89,13
M,57.89,16
M,57.89,44
M,57.90,32
Z,57.9,-23
Z,57.9,-12
M,57.9,86
M,57.90,34
M,57.90,3
M,57.91,106
Z,57.91,-25
M,57.91,11
M,57.91,38
M,57.92,12
M,57.92,85
M,57.92,9
M,57.93,51
M,57.93,2
M,57.93,52
M,57.94,42
M,57.94,-34
M,57.95,72
M,57.96,5
M,57.96,8
M,57.97,65
M,57.97,6
M,57.97,42
M,58.0,71.5
M,57.98,20
M,57.99,77
M,57.99,56
M,57.99,93
M,57.99,17
M,57.99,37
M,58.0,32.3
M,58.0,12
M,58.0,27.0
M,58,27
M,58,41
M,58.00,49
M,58.00,77
M,58,81
M,58.00,21
M,58.01,-16
M,58.01,65
M,58.02,35
M,58.04,28
M,58.04,58
M,58.04,43
M,58.04,60
M,58.05,-2
M,58.05,48
M,58.05,62
M,58.06,47
M,58.06,22
M,58.06,32
M,58.1,73.6
M,58.07,-2
M,58.07,86
M,58.07,12
M,58.07,66
M,58.09,29
M,58.09,43
M,58.09,27
M,58.09,77
M,58.09,-48
M,58.09,-1
M,58.10,97
M,58.1,33
M,58.1,80
M,58.10,54
M,58.10,-3
M,58.11,93
M,58.1,86.4
M,58.11,65
M,58.11,51
M,58.12,58
M,58.13,49
M,58.14,16
M,58.14,23
M,58.14,112
M,58.14,9
M,58.15,77
M,58.15,27
M,58.16,17
M,58.17,29
M,58.17,47
M,58.17,-15
M,58.18,17
M,58.18,31
M,58.18,47
M,58.18,53
M,58.18,72
M,58.18,78
M,58.18,48
M,58.2,71.3
M,58.19,5
M,58.19,54
M,58.19,67
M,58.21,6
M,58.21,37
M,58.21,47
M,58.21,48
M,58.21,50
M,58.21,64
M,58.21,123
M,58.21,92
M,58.22,-6
M,58.22,-19
Z,58.22,-48
M,58.23,36
M,58.23,61
M,58.24,100
M,58.24,-15
M,58.2,77.9
M,58.24,6
M,58.25,27
M,58.26,71
M,58.26,100
M,58.26,-12
M,58.26,60
M,58.26,58
M,58.26,75
M,58.27,50
M,58.27,15
M,58.28,75
M,58.28,18
M,58.28,67
M,58.28,33
M,58.28,55
M,58.28,67
M,58.3,-25
M,58.3,21
M,58.3,59
M,58.30,55
M,58.30,42
M,58.30,37.80
M,58.31,25
M,58.31,58.1
M,58.31,19
M,58.31,39
M,58.32,31
M,58.32,58
M,58.32,98
Z,58.32,-130
M,58.32,22
M,58.34,10
M,58.34,113
M,58.35,82
M,58.35,91
M,58.35,30
M,58.35,24
M,58.35,19
M,58.36,56
M,58.37,111
M,58.37,5
M,58.37,45
M,58.38,56
M,58.39,45
M,58.39,26
M,58.39,58
M,58.39,91
M,58.4,14.3
M,58.39,24
M,58.39,8
M,58.40,113
M,58.4,8
M,58.40,52
Z,58.40,-76
M,58.40,57
M,58.42,41
M,58.4,101.3
